# 
# Subset of stars selected as members
# M1: primary mass
# M2: secondary mass (if binary system)
# P_binar: binary probability
# 
ID Mag Col M1 M1_std M2 M2_std P_binar
8080 16.39498 2.05158 1.03229 0.02554 0.52808 0.21363 0.49
6046 16.39738 2.04190 1.03228 0.02554 0.52989 0.21420 0.49
23960 16.50796 1.42339 1.03026 0.02736 0.54737 0.23635 0.44
27523 16.51723 2.04561 1.03120 0.02663 0.52172 0.22390 0.49
6876 16.56300 2.01191 1.03046 0.02754 0.52255 0.22079 0.49
10193 16.57079 2.06372 1.03045 0.02762 0.51837 0.21893 0.49
15746 16.57886 2.05969 1.03032 0.02782 0.51865 0.21778 0.49
5807 16.71753 2.01334 1.02889 0.02938 0.53979 0.21021 0.49
10525 16.74665 2.04125 1.02854 0.02983 0.54375 0.20717 0.49
26979 16.77034 2.01592 1.02780 0.03099 0.54364 0.20607 0.49
24159 16.82243 2.01169 1.02653 0.03273 0.54452 0.20644 0.49
7837 16.83346 2.01171 1.02645 0.03283 0.54407 0.20818 0.49
7714 16.83752 2.06068 1.02637 0.03310 0.54294 0.20768 0.50
8100 16.89652 2.00640 1.02530 0.03425 0.54014 0.21185 0.50
6188 16.90214 2.01101 1.02519 0.03439 0.53844 0.21247 0.50
8083 16.93094 2.05289 1.02453 0.03541 0.53347 0.21178 0.50
24734 16.94796 2.00662 1.02416 0.03564 0.53090 0.21273 0.50
23334 16.97991 2.05879 1.02361 0.03665 0.53036 0.21277 0.50
62332 16.98879 2.01661 1.02334 0.03669 0.53053 0.21326 0.50
22379 17.11850 2.01503 1.01987 0.04064 0.52961 0.21515 0.50
21863 17.13814 2.00249 1.01926 0.04125 0.52947 0.21515 0.50
15422 17.14078 2.05282 1.01940 0.04126 0.52906 0.21370 0.50
19326 17.18277 2.02144 1.01726 0.04369 0.53164 0.21542 0.50
8565 17.20943 2.05592 1.01641 0.04468 0.53223 0.21478 0.50
10764 17.23238 2.03191 1.01543 0.04559 0.53201 0.21442 0.50
7915 17.23784 2.01392 1.01534 0.04567 0.53222 0.21403 0.50
25863 17.24011 2.01425 1.01531 0.04569 0.53140 0.21358 0.50
22863 17.25510 2.05142 1.01479 0.04648 0.53186 0.21262 0.50
22565 17.26757 1.33570 1.01001 0.04435 0.60299 0.22260 0.51
21509 17.29561 2.04708 1.01336 0.04774 0.53223 0.21334 0.50
23439 17.32696 2.02813 1.01193 0.04907 0.53635 0.21216 0.50
22228 17.33357 2.05336 1.01176 0.04953 0.53610 0.21133 0.50
14626 17.34562 1.39200 1.00672 0.04719 0.58650 0.21457 0.47
23174 17.37607 2.05306 1.00962 0.05124 0.53781 0.21014 0.50
60900 17.38834 2.01178 1.00870 0.05166 0.53805 0.20856 0.50
14609 17.43989 2.05543 1.00619 0.05438 0.53746 0.20560 0.50
9221 17.45094 2.05051 1.00556 0.05494 0.54094 0.20404 0.50
62038 17.55260 2.05165 0.99871 0.05955 0.54613 0.20263 0.50
20887 17.58379 2.05135 0.99671 0.06074 0.55239 0.20009 0.50
6873 17.59211 2.04852 0.99594 0.06105 0.55321 0.20107 0.50
8246 17.60671 2.04355 0.99469 0.06184 0.55444 0.20108 0.50
21792 17.66346 2.01099 0.99070 0.06420 0.55016 0.20092 0.50
8525 17.68415 2.05253 0.98949 0.06532 0.55176 0.20083 0.50
8708 17.71996 1.46965 0.98384 0.06000 0.56500 0.20498 0.50
15165 17.74720 2.01776 0.98427 0.06760 0.55218 0.20299 0.50
7708 17.76772 2.01029 0.98242 0.06812 0.55484 0.20485 0.50
16523 17.78612 2.04527 0.98091 0.06911 0.55844 0.20259 0.50
61578 17.79822 2.02353 0.97990 0.06948 0.56002 0.20112 0.50
15115 17.80042 2.04889 0.97959 0.06990 0.56039 0.20098 0.50
22247 17.80071 2.04895 0.97956 0.06991 0.56039 0.20098 0.50
15669 17.81995 2.01242 0.97784 0.07024 0.56608 0.19937 0.50
6003 17.84279 2.02896 0.97572 0.07173 0.56638 0.19850 0.50
6872 17.86457 2.01348 0.97341 0.07230 0.56883 0.19893 0.50
16459 17.88848 2.02148 0.97111 0.07331 0.56445 0.19931 0.51
27506 18.05169 2.00772 0.95451 0.07750 0.57001 0.19848 0.51
10101 18.12193 2.02120 0.94686 0.07908 0.56582 0.20164 0.51
7711 18.12301 2.02859 0.94669 0.07926 0.56599 0.20169 0.51
22614 18.15247 2.02734 0.94308 0.08064 0.57054 0.19594 0.51
5851 18.24381 2.02239 0.93348 0.08232 0.57252 0.19498 0.51
25865 18.25418 2.02089 0.93215 0.08228 0.57158 0.19618 0.51
16507 18.27346 2.03179 0.92999 0.08261 0.57431 0.19198 0.51
8345 18.36940 1.46765 0.92545 0.07189 0.58200 0.18375 0.55
25579 18.41505 2.03047 0.91334 0.08373 0.57566 0.18951 0.52
15306 18.51692 2.02880 0.90152 0.08266 0.58184 0.18363 0.52
19513 18.53252 2.90324 0.87526 0.10212 0.56393 0.17332 0.51
23779 18.56110 2.04668 0.89521 0.08150 0.58205 0.17850 0.52
24440 18.70772 1.46646 0.88688 0.06586 0.56184 0.19427 0.57
8453 18.90396 1.45665 0.86742 0.06553 0.53166 0.18575 0.57
16790 19.35623 2.89110 0.77159 0.06187 0.50479 0.16045 0.52
61790 19.70410 1.43267 0.78684 0.06231 0.42622 0.17606 0.41
61625 19.80081 1.44686 0.77734 0.06174 0.42176 0.17583 0.41
23213 20.06637 1.45284 0.75226 0.05924 0.39578 0.16335 0.40
14510 12.30503 1.65297 1.04195 0.02428 0.60930 0.23362 0.47
22916 13.52776 1.40817 1.04216 0.02454 0.59229 0.23100 0.48
6264 15.82688 1.42361 1.03507 0.02445 0.59727 0.22850 0.46
7706 16.05025 2.01198 1.03436 0.02451 0.54682 0.21645 0.49
5668 16.10722 2.00196 1.03403 0.02462 0.54841 0.21541 0.49
23242 16.21500 2.06747 1.03352 0.02470 0.54377 0.21394 0.49
7426 16.23386 1.58294 1.03303 0.02513 0.56091 0.22384 0.46
22576 16.23489 1.59217 1.03303 0.02513 0.56124 0.22345 0.47
10805 16.24374 2.00230 1.03338 0.02468 0.54185 0.21660 0.49
15421 16.28252 2.00859 1.03307 0.02492 0.52730 0.21662 0.49
16662 16.29330 2.00316 1.03303 0.02492 0.53066 0.21501 0.49
24699 16.34604 1.47015 1.03196 0.02597 0.56064 0.22821 0.46
23991 16.39288 2.06715 1.03231 0.02554 0.52550 0.21424 0.49
7470 16.68090 2.00663 1.02933 0.02882 0.53999 0.21190 0.49
10645 16.68981 2.00340 1.02921 0.02906 0.54095 0.21153 0.49
8087 16.82455 2.00292 1.02652 0.03274 0.54518 0.20670 0.49
23293 16.92143 2.06312 1.02475 0.03521 0.53765 0.21244 0.50
7654 16.93545 1.47006 1.02280 0.03496 0.55056 0.22607 0.46
10528 16.93630 1.47109 1.02279 0.03497 0.55012 0.22603 0.46
8245 16.97788 1.99524 1.02357 0.03636 0.53182 0.21247 0.50
7628 17.11670 2.00660 1.01995 0.04043 0.52886 0.21542 0.50
22474 17.16493 1.99982 1.01812 0.04252 0.53225 0.21536 0.50
21528 17.16496 1.99655 1.01812 0.04252 0.53235 0.21546 0.50
15181 17.20127 1.99566 1.01640 0.04421 0.53488 0.21569 0.50
21694 17.23439 1.99785 1.01545 0.04545 0.53162 0.21492 0.50
21854 17.23787 2.06437 1.01536 0.04603 0.53094 0.21359 0.50
21903 17.31919 2.01128 1.01224 0.04855 0.53816 0.21285 0.50
21859 17.32926 1.47075 1.00813 0.04733 0.56845 0.21758 0.48
15685 17.38187 1.47237 1.00559 0.04896 0.57217 0.20907 0.48
60743 17.40727 1.99660 1.00780 0.05220 0.53770 0.20665 0.50
27336 17.42923 2.05987 1.00677 0.05396 0.53705 0.20668 0.50
23156 17.43438 1.99429 1.00646 0.05337 0.53910 0.20618 0.50
61848 17.46594 2.06524 1.00467 0.05595 0.54108 0.20455 0.50
14655 17.48497 2.05260 1.00349 0.05662 0.54023 0.20704 0.50
7374 17.48553 2.06399 1.00340 0.05674 0.54118 0.20699 0.50
25489 17.53534 2.06168 0.99969 0.05903 0.54772 0.20348 0.50
21552 17.55400 1.99738 0.99850 0.05926 0.54784 0.20338 0.50
62135 17.58243 2.06339 0.99679 0.06084 0.55022 0.20072 0.50
10194 17.62184 1.99953 0.99393 0.06197 0.55300 0.20408 0.50
14968 17.63635 1.47396 0.99023 0.05741 0.57231 0.20910 0.50
7928 17.64808 1.99449 0.99175 0.06332 0.54992 0.20107 0.50
25688 17.72127 1.47080 0.98370 0.06006 0.56484 0.20512 0.50
22073 17.75431 1.99586 0.98319 0.06741 0.55248 0.20376 0.50
20708 17.80326 2.06023 0.97939 0.07003 0.55967 0.20078 0.50
7216 17.81641 2.04874 0.97859 0.07059 0.56228 0.19946 0.50
21898 17.83851 2.01929 0.97599 0.07148 0.56709 0.19785 0.50
8531 17.83862 2.00916 0.97610 0.07130 0.56625 0.19846 0.50
16638 17.85102 2.00121 0.97473 0.07150 0.56557 0.20000 0.50
21639 17.87108 1.99341 0.97280 0.07205 0.56926 0.19839 0.51
62042 17.87643 1.99421 0.97252 0.07217 0.56748 0.19936 0.51
24534 17.89679 2.02024 0.96996 0.07363 0.56655 0.19968 0.51
25273 17.91448 2.03629 0.96824 0.07467 0.56876 0.19936 0.51
61494 17.96072 2.05911 0.96393 0.07640 0.56821 0.20145 0.51
23337 17.97306 2.05236 0.96327 0.07669 0.56668 0.20104 0.51
8267 18.05998 2.02558 0.95357 0.07770 0.57026 0.19842 0.51
8038 18.07747 2.05944 0.95181 0.07856 0.56482 0.19992 0.51
14926 18.14075 2.03508 0.94462 0.08019 0.56822 0.19649 0.51
26921 18.14419 2.00273 0.94444 0.07960 0.56855 0.19705 0.51
21636 18.14944 2.05368 0.94318 0.08105 0.57103 0.19544 0.51
22288 18.23073 2.00614 0.93507 0.08168 0.57323 0.19414 0.51
22242 18.24043 1.99277 0.93404 0.08144 0.57420 0.19456 0.51
24466 18.27239 2.06246 0.92962 0.08311 0.57414 0.19353 0.51
7811 18.28888 1.47241 0.93377 0.07164 0.57359 0.19426 0.55
22956 18.31620 2.03353 0.92473 0.08332 0.57739 0.19122 0.51
61725 18.33950 2.05531 0.92142 0.08393 0.57843 0.19027 0.51
7800 18.34123 2.02870 0.92188 0.08352 0.57985 0.18984 0.52
24400 18.41938 2.05461 0.91233 0.08416 0.57744 0.18821 0.52
23462 18.43605 1.47977 0.91828 0.07197 0.57369 0.19144 0.56
16470 18.44805 1.99589 0.91020 0.08299 0.57986 0.18673 0.52
15477 18.51378 2.02908 0.90204 0.08256 0.58280 0.18338 0.52
23752 18.54830 2.00922 0.89791 0.08149 0.58040 0.18054 0.52
23456 18.57791 2.03334 0.89284 0.08043 0.58376 0.17678 0.52
20783 18.58422 2.06506 0.89159 0.08105 0.58273 0.17559 0.52
5935 18.63210 2.04245 0.88418 0.07795 0.58703 0.16920 0.52
10199 18.66859 2.00326 0.87894 0.07351 0.58620 0.17129 0.53
22063 18.73665 2.00629 0.86877 0.06859 0.58471 0.16906 0.53
15098 18.73828 2.03247 0.86791 0.06906 0.58404 0.16746 0.53
20786 18.77006 2.02478 0.86390 0.06753 0.58450 0.16530 0.53
7724 18.80544 1.47566 0.87657 0.06534 0.55234 0.18788 0.57
15158 18.85585 1.47271 0.87181 0.06540 0.54104 0.18475 0.57
27413 19.01156 2.00493 0.83943 0.06424 0.55769 0.17122 0.54
9157 19.35351 1.46517 0.82212 0.06424 0.47257 0.18872 0.50
10291 19.53591 1.44376 0.80376 0.06355 0.46027 0.17846 0.45
21500 19.68219 1.44615 0.78910 0.06243 0.43129 0.17860 0.43
15160 19.68520 1.46253 0.78886 0.06238 0.42722 0.18069 0.44
21213 19.79903 1.42506 0.77738 0.06170 0.42383 0.17412 0.41
62254 20.03414 1.41978 0.75516 0.05949 0.39521 0.16338 0.40
5844 13.14966 1.93373 1.04161 0.02433 0.61016 0.22699 0.45
60904 15.32797 1.63303 1.03716 0.02435 0.57076 0.24280 0.46
5769 15.48137 1.99032 1.03665 0.02424 0.57010 0.23139 0.49
6824 15.75853 1.41933 1.03538 0.02436 0.60084 0.22806 0.47
27463 15.83512 2.06878 1.03533 0.02420 0.57084 0.22105 0.49
9101 15.97700 2.06792 1.03478 0.02426 0.55443 0.21940 0.49
8557 15.98042 1.41715 1.03440 0.02457 0.58297 0.22849 0.45
60748 16.10237 1.99002 1.03406 0.02458 0.55009 0.21549 0.49
7401 16.15481 1.99508 1.03379 0.02468 0.54495 0.21614 0.49
25636 16.39060 1.64407 1.03188 0.02602 0.53874 0.22145 0.48
6275 16.41686 1.41795 1.03118 0.02660 0.55658 0.23318 0.45
15956 16.55956 1.98969 1.03051 0.02732 0.52207 0.22116 0.49
24180 16.58903 1.99060 1.03018 0.02798 0.52507 0.21699 0.49
10432 16.59231 1.59783 1.02971 0.02798 0.54945 0.22298 0.47
20701 16.63870 2.07250 1.02977 0.02849 0.52894 0.21602 0.49
20717 16.65227 1.98460 1.02961 0.02855 0.53461 0.21528 0.49
15424 16.70266 1.63577 1.02799 0.03008 0.56301 0.21228 0.48
5653 16.75187 1.40656 1.02631 0.03125 0.58404 0.22609 0.44
22618 16.76652 2.06968 1.02809 0.03076 0.54131 0.20744 0.49
7925 16.78441 2.06642 1.02770 0.03116 0.54076 0.20461 0.49
15385 16.80808 1.98528 1.02674 0.03235 0.54549 0.20703 0.49
23431 16.89804 1.59755 1.02395 0.03452 0.55069 0.21831 0.48
24550 16.98521 1.59262 1.02209 0.03613 0.54412 0.22511 0.48
6671 17.05477 1.62199 1.02007 0.03831 0.54104 0.22073 0.49
22795 17.06251 1.59294 1.01954 0.03847 0.54316 0.22014 0.48
5843 17.06319 1.99050 1.02141 0.03869 0.53630 0.21481 0.50
6091 17.07404 2.02588 1.02106 0.03935 0.53540 0.21595 0.50
23375 17.11377 1.64449 1.01841 0.04003 0.54429 0.21726 0.49
6805 17.11915 2.06038 1.01990 0.04087 0.52950 0.21528 0.50
6169 17.12100 1.98917 1.01981 0.04058 0.52913 0.21399 0.50
21316 17.13437 1.59645 1.01763 0.04047 0.54348 0.21582 0.49
21409 17.17410 2.07141 1.01796 0.04324 0.53057 0.21613 0.50
23314 17.19364 2.06741 1.01706 0.04418 0.53397 0.21503 0.50
21105 17.23465 1.59041 1.01365 0.04409 0.55870 0.21781 0.49
23432 17.25743 1.49373 1.01225 0.04443 0.56253 0.22123 0.48
7467 17.33883 2.03034 1.01130 0.04969 0.53618 0.21263 0.50
62077 17.34333 1.62502 1.00876 0.04832 0.55455 0.21538 0.49
23166 17.36613 1.62130 1.00751 0.04899 0.55130 0.21503 0.49
23959 17.36666 2.06356 1.01019 0.05081 0.53986 0.21164 0.50
22389 17.38099 1.48087 1.00568 0.04893 0.57028 0.21002 0.48
15725 17.38695 1.48190 1.00536 0.04916 0.56893 0.20949 0.48
6424 17.48258 1.61850 1.00138 0.05305 0.56073 0.20649 0.50
10545 17.49279 1.61377 1.00068 0.05330 0.56143 0.20539 0.50
21405 17.53215 2.07007 0.99992 0.05900 0.54664 0.20388 0.50
8278 17.58053 2.06888 0.99706 0.06082 0.54864 0.20020 0.50
27501 17.59151 1.62584 0.99479 0.05745 0.56945 0.20759 0.50
23379 17.59756 2.07494 0.99556 0.06159 0.55083 0.20084 0.50
8764 17.59800 1.98389 0.99546 0.06069 0.55570 0.20238 0.50
22580 17.61249 1.62342 0.99318 0.05799 0.56897 0.20876 0.50
21244 17.64599 2.00601 0.99192 0.06333 0.54826 0.20258 0.50
7627 17.65045 1.98666 0.99159 0.06339 0.54810 0.20087 0.50
9266 17.69684 1.49180 0.98599 0.05966 0.56611 0.20227 0.50
15307 17.72443 2.01164 0.98635 0.06692 0.55190 0.20242 0.50
7346 17.73347 1.60802 0.98390 0.06203 0.56338 0.20045 0.51
7578 17.75228 1.62419 0.98271 0.06265 0.56348 0.20195 0.51
15223 17.77806 2.06866 0.98164 0.06923 0.55317 0.20441 0.50
21135 17.82544 2.07268 0.97749 0.07149 0.56518 0.19750 0.50
24586 17.84537 1.61341 0.97486 0.06575 0.56622 0.20152 0.51
27044 17.86590 2.00500 0.97314 0.07209 0.56923 0.19884 0.50
10600 17.86668 2.00965 0.97304 0.07221 0.56894 0.19917 0.50
21340 17.89575 1.62264 0.97060 0.06701 0.57406 0.19909 0.51
16810 17.90137 1.49509 0.96979 0.06518 0.58041 0.19599 0.51
25859 17.92531 1.48047 0.96775 0.06539 0.57457 0.19757 0.51
15225 17.94196 1.99015 0.96627 0.07458 0.56955 0.20142 0.51
60930 18.02789 2.06861 0.95695 0.07809 0.56995 0.19798 0.51
10535 18.05057 2.07573 0.95423 0.07821 0.56873 0.20021 0.51
15343 18.06158 1.99243 0.95334 0.07732 0.57133 0.19901 0.51
7810 18.07519 1.99296 0.95209 0.07734 0.56903 0.20118 0.51
7629 18.08468 2.03621 0.95109 0.07828 0.56493 0.20048 0.51
7625 18.13959 1.99327 0.94520 0.07905 0.56798 0.19836 0.51
27745 18.15305 1.48107 0.94682 0.07036 0.57011 0.20213 0.53
22856 18.19674 2.06428 0.93777 0.08236 0.57374 0.19505 0.51
24236 18.21972 1.48236 0.94061 0.07149 0.56529 0.20329 0.54
7471 18.22435 2.06243 0.93515 0.08268 0.57422 0.19379 0.51
15674 18.23741 2.06899 0.93365 0.08296 0.57309 0.19528 0.51
7833 18.23764 2.06759 0.93365 0.08296 0.57270 0.19538 0.51
7977 18.23949 2.00216 0.93417 0.08169 0.57442 0.19422 0.51
22375 18.25411 2.04679 0.93183 0.08282 0.57401 0.19442 0.51
22811 18.25893 2.05397 0.93135 0.08294 0.57268 0.19437 0.51
24601 18.27485 2.03088 0.92982 0.08249 0.57524 0.19145 0.51
9112 18.41998 1.48008 0.92020 0.07235 0.57604 0.18947 0.56
10736 18.43186 2.01765 0.91146 0.08326 0.57965 0.18718 0.52
5943 18.45292 1.99480 0.90943 0.08290 0.58059 0.18701 0.52
14846 18.46917 2.03046 0.90707 0.08342 0.58146 0.18530 0.52
8759 18.49848 2.04192 0.90357 0.08293 0.58183 0.18369 0.52
10398 18.53032 2.06664 0.89927 0.08319 0.57918 0.18297 0.52
16571 18.58539 2.06616 0.89134 0.08103 0.58386 0.17553 0.52
14950 18.58678 2.03500 0.89168 0.07998 0.58393 0.17628 0.52
20826 18.59406 2.01442 0.89116 0.07919 0.58565 0.17563 0.52
27217 18.61813 1.61015 0.89322 0.06704 0.58739 0.18292 0.56
23952 18.69013 1.99489 0.87556 0.07165 0.58404 0.17152 0.53
23733 18.72878 2.03981 0.86883 0.06952 0.58371 0.16882 0.53
24529 18.74573 2.02583 0.86703 0.06833 0.58365 0.16750 0.53
24593 18.77685 2.05226 0.86208 0.06762 0.58182 0.16555 0.53
23731 18.79947 2.03371 0.86015 0.06736 0.58406 0.16417 0.53
22988 18.80523 2.88244 0.81998 0.07057 0.55767 0.15876 0.51
24369 18.84111 2.01467 0.85666 0.06702 0.57307 0.16477 0.53
16431 18.87103 2.03976 0.85183 0.06645 0.57096 0.16393 0.53
7526 18.87972 1.48497 0.86920 0.06533 0.53952 0.18588 0.57
15287 18.90891 1.42375 0.86756 0.06576 0.52063 0.18797 0.55
8444 18.91890 1.99542 0.84854 0.06550 0.56579 0.16731 0.54
15963 18.95001 2.00985 0.84510 0.06477 0.56431 0.16757 0.54
27597 19.03483 2.04529 0.83504 0.06342 0.55361 0.16845 0.54
23234 19.15523 1.47807 0.84159 0.06431 0.49525 0.18972 0.54
27517 19.27139 2.00033 0.81401 0.06124 0.53315 0.16794 0.55
25947 19.42754 2.02955 0.79947 0.05963 0.52422 0.16378 0.56
61983 19.53381 1.38213 0.80399 0.06346 0.44470 0.17533 0.42
24425 19.63909 1.46291 0.79350 0.06287 0.43989 0.18077 0.45
9281 19.79361 2.04189 0.76976 0.05716 0.48956 0.16973 0.57
23799 19.80552 1.43386 0.77680 0.06172 0.42158 0.17559 0.40
6347 19.82675 2.02338 0.76791 0.05735 0.48459 0.17191 0.56
60874 19.99133 1.38123 0.75962 0.05959 0.40276 0.16535 0.38
6265 14.17971 1.97666 1.04015 0.02436 0.58819 0.22759 0.48
15551 15.34814 1.59748 1.03709 0.02435 0.57476 0.24186 0.45
23206 15.91498 1.59419 1.03474 0.02454 0.57515 0.22593 0.46
25813 15.94289 2.07597 1.03492 0.02425 0.55217 0.21795 0.49
21162 16.13325 1.98197 1.03388 0.02475 0.54877 0.21547 0.49
6041 16.15949 1.97826 1.03376 0.02469 0.54529 0.21617 0.49
21595 16.20968 2.07376 1.03355 0.02469 0.54493 0.21366 0.49
60891 16.25274 2.07245 1.03334 0.02475 0.54036 0.21651 0.49
6473 16.42757 2.07560 1.03205 0.02573 0.52056 0.21336 0.49
10543 16.68556 1.63375 1.02822 0.02988 0.56055 0.21413 0.48
14780 16.73106 1.98050 1.02866 0.02968 0.54503 0.21091 0.49
15589 16.73744 1.62331 1.02745 0.03068 0.56103 0.21263 0.48
23153 16.76045 2.07574 1.02841 0.03018 0.54378 0.20884 0.49
14648 16.76413 1.38321 1.02595 0.03154 0.58921 0.23055 0.46
21142 16.85726 1.97953 1.02584 0.03365 0.54513 0.21039 0.49
24189 16.90391 1.62800 1.02393 0.03459 0.54592 0.21736 0.49
62340 16.93433 1.61946 1.02331 0.03514 0.54102 0.21937 0.48
14845 16.94082 2.07183 1.02440 0.03560 0.53196 0.21199 0.50
22252 17.06086 1.63953 1.01999 0.03837 0.54323 0.22070 0.49
14335 17.07991 2.07741 1.02112 0.03946 0.53463 0.21556 0.50
8943 17.09961 1.61096 1.01874 0.03932 0.54440 0.21844 0.49
20793 17.18075 1.50500 1.01523 0.04195 0.55769 0.21591 0.48
16440 17.21013 1.47308 1.01395 0.04271 0.55934 0.21800 0.48
61522 17.24293 1.59413 1.01329 0.04445 0.55896 0.21837 0.49
10163 17.24573 1.60335 1.01326 0.04449 0.55587 0.21897 0.49
26913 17.24966 1.47267 1.01224 0.04447 0.56879 0.21776 0.48
21260 17.26913 1.97978 1.01407 0.04682 0.53498 0.21337 0.50
23373 17.27354 2.07756 1.01407 0.04716 0.53297 0.21251 0.50
21439 17.28112 1.60177 1.01171 0.04574 0.55183 0.21757 0.49
21565 17.39409 1.58380 1.00601 0.04986 0.55044 0.20964 0.49
6045 17.41858 1.64055 1.00508 0.05107 0.54556 0.20681 0.50
10376 17.42150 1.64691 1.00495 0.05119 0.54485 0.20692 0.50
24497 17.43976 1.47663 1.00256 0.05096 0.56576 0.20382 0.49
22253 17.54866 2.07346 0.99892 0.05952 0.54638 0.20273 0.50
21977 17.56339 1.48379 0.99517 0.05496 0.57304 0.20656 0.49
9431 17.58045 1.63777 0.99534 0.05715 0.56557 0.20779 0.50
16729 17.61468 1.60137 0.99262 0.05779 0.56857 0.20790 0.50
5966 17.63036 1.49784 0.99086 0.05754 0.56927 0.20850 0.50
22066 17.67705 1.60137 0.98843 0.05991 0.56091 0.20305 0.50
8574 17.68155 1.63797 0.98818 0.06039 0.56191 0.20366 0.50
8456 17.69388 1.60307 0.98701 0.06057 0.56570 0.20243 0.50
24397 17.72200 1.60083 0.98486 0.06117 0.56459 0.19854 0.50
9103 17.77210 1.64499 0.98083 0.06353 0.57059 0.20220 0.51
10203 17.78084 2.07710 0.98139 0.06958 0.55416 0.20325 0.50
61666 17.80025 1.40128 0.97759 0.06139 0.58085 0.20013 0.50
10397 17.83826 1.61665 0.97532 0.06553 0.56226 0.20209 0.51
5869 17.85646 1.60235 0.97379 0.06577 0.57079 0.19953 0.51
8398 17.87483 1.59358 0.97223 0.06602 0.57322 0.19912 0.51
8129 17.87943 1.60592 0.97209 0.06619 0.57371 0.20053 0.51
23160 17.88979 1.98795 0.97073 0.07278 0.56602 0.19937 0.51
21849 17.90844 1.61602 0.96939 0.06730 0.57512 0.19945 0.51
8241 17.90960 1.59782 0.96908 0.06694 0.57563 0.19888 0.51
20860 17.93177 1.97728 0.96709 0.07424 0.57015 0.20033 0.51
24372 17.94586 1.63206 0.96599 0.06860 0.57879 0.20113 0.51
21762 17.96481 1.61967 0.96434 0.06886 0.57818 0.19972 0.51
23650 17.99905 1.97711 0.96014 0.07614 0.57145 0.19892 0.51
23998 18.00097 1.97853 0.95994 0.07626 0.57165 0.19910 0.51
21765 18.00967 1.59285 0.96018 0.06945 0.57557 0.19979 0.52
61665 18.01689 1.62884 0.95939 0.07028 0.57437 0.20004 0.52
9218 18.02095 1.98334 0.95755 0.07673 0.57091 0.20049 0.51
21843 18.02325 1.60176 0.95886 0.06999 0.57720 0.19919 0.52
61999 18.03339 1.98566 0.95629 0.07706 0.57255 0.19898 0.51
15141 18.03416 2.05935 0.95625 0.07799 0.56877 0.19865 0.51
14976 18.04224 1.61864 0.95717 0.07079 0.57484 0.20319 0.52
5958 18.06296 2.01069 0.95335 0.07752 0.57171 0.19869 0.51
8460 18.08783 1.98031 0.95108 0.07740 0.56796 0.20232 0.51
8459 18.10029 2.07619 0.94920 0.07968 0.56278 0.20228 0.51
6005 18.10418 1.62622 0.95063 0.07244 0.58020 0.19675 0.52
22858 18.11203 1.99865 0.94826 0.07822 0.56680 0.20307 0.51
8233 18.14188 1.60527 0.94729 0.07236 0.57677 0.19804 0.52
23622 18.15010 1.62372 0.94664 0.07277 0.57831 0.19800 0.52
27429 18.17327 2.07694 0.94053 0.08218 0.56849 0.19552 0.51
15174 18.19339 1.60132 0.94256 0.07275 0.57276 0.20131 0.53
61723 18.23111 1.59922 0.93880 0.07329 0.57252 0.19878 0.53
25994 18.23506 1.61674 0.93798 0.07370 0.57120 0.19873 0.53
27629 18.25018 2.06270 0.93222 0.08317 0.57456 0.19414 0.51
20725 18.25152 1.62983 0.93653 0.07408 0.57307 0.19622 0.53
7263 18.26701 1.59534 0.93554 0.07379 0.57351 0.19619 0.53
20831 18.27146 1.62790 0.93453 0.07438 0.57858 0.19073 0.53
21905 18.27396 1.60516 0.93457 0.07400 0.57713 0.19300 0.53
14519 18.31078 2.03176 0.92547 0.08294 0.57541 0.19279 0.51
23588 18.34696 2.08162 0.92007 0.08434 0.57630 0.19139 0.51
5582 18.35236 1.62190 0.92648 0.07534 0.57888 0.18657 0.54
22593 18.36750 1.60898 0.92481 0.07529 0.58201 0.18725 0.54
22680 18.36794 1.99288 0.91952 0.08298 0.57777 0.19019 0.52
22259 18.39181 2.02421 0.91671 0.08358 0.57329 0.19150 0.52
62160 18.40905 2.01933 0.91441 0.08358 0.57467 0.19033 0.52
21005 18.43176 1.98405 0.91233 0.08264 0.58036 0.18753 0.52
23333 18.43892 1.49320 0.91790 0.07230 0.57256 0.19071 0.56
26927 18.44236 3.04224 0.88389 0.10648 0.55656 0.17662 0.51
62245 18.46275 2.07664 0.90679 0.08463 0.58248 0.18590 0.52
60819 18.49465 1.51950 0.91071 0.07132 0.58269 0.18835 0.56
16438 18.51372 1.99524 0.90251 0.08190 0.58402 0.18293 0.52
21470 18.53035 1.63916 0.90500 0.07323 0.59266 0.18432 0.55
23332 18.55858 1.98835 0.89665 0.08056 0.58107 0.17927 0.52
23956 18.56169 2.05578 0.89480 0.08177 0.58223 0.17794 0.52
27476 18.62957 2.03066 0.88491 0.07819 0.58796 0.16908 0.53
6831 18.65829 2.05893 0.87971 0.07597 0.58457 0.17109 0.53
24113 18.68153 1.99775 0.87718 0.07246 0.58320 0.17159 0.53
24719 18.68883 1.99477 0.87564 0.07165 0.58429 0.17163 0.53
60806 18.69123 1.44523 0.88911 0.06605 0.55954 0.19518 0.57
61917 18.69683 1.62152 0.88413 0.06627 0.57947 0.17912 0.56
7268 18.76163 2.04833 0.86407 0.06808 0.58475 0.16427 0.53
10234 18.79540 2.01421 0.86122 0.06721 0.58151 0.16572 0.53
24195 18.82057 2.00855 0.85891 0.06706 0.58005 0.16490 0.53
