# Binary systems ID's begin with a '2'
ID Gmag (G_BPmag-G_RPmag) e_Gmag e_(G_BPmag-G_RPmag) M_ini1 M_ini2
10 19.072666738221074 1.3333349280735791 0.0036527224908052785 0.07863466318628957 0.8628734753871451 0.0
21 18.016361846044575 1.1329217612036928 0.001822844995114484 0.033422469128054834 0.9306897766073537 0.7508678957117909
12 20.441055884902436 1.6641152775290413 0.009723758661118385 0.24290334419710838 0.7267041071673873 0.0
23 19.820593582235226 1.7565537617915867 0.006192543262771278 0.14542717549367148 0.7529128988047825 0.6212678810134399
24 18.836662775472117 1.2213127486115338 0.0031081718791653445 0.0648457647412492 0.8848315521522158 0.5804691974795786
25 19.933438385339134 1.4848349489084594 0.006717266545495238 0.15962404886982398 0.7703804270891285 0.34645968190969834
26 18.091987091815895 1.1645541703182198 0.0019106878174659022 0.03550656449748766 0.9627023559673624 0.5540785877593005
27 20.070030895501347 2.0691275585295053 0.007415739292631406 0.17869298989804153 0.7305349568918235 0.6239957033697711
18 18.84296539760046 1.2319997394402644 0.0031214796806830663 0.06517987390846351 0.8874029650021981 0.0
29 19.96470739231291 1.5134626542783303 0.006870816623927205 0.16379987727536038 0.7646628399243997 0.32928180630625564
110 18.356916191456666 1.148205717767235 0.002261528761478831 0.043935706685472004 0.9397882386552261 0.0
211 19.99466089535007 1.8137727485501718 0.007021372547241732 0.16790331742425185 0.7555901764752236 0.5266852814174341
212 19.114891151979066 1.2760213158331422 0.0037608874357365147 0.08140045038800144 0.8390444755194474 0.6087760840808194
113 19.507794699620952 1.4687495389939922 0.00495294579617849 0.11238561709070259 0.8163715855806983 0.0
214 18.108131285895837 1.1660680644289738 0.0019301038601915554 0.035968728815975 0.950159167151743 0.7430079914503231
115 18.97142571735796 1.1721096069449486 0.003407101823061874 0.07238624310536493 0.8730617970559935 0.0
116 19.397259741061173 1.1296762092493513 0.004580831915725145 0.10262100557550588 0.826625738459137 0.0
117 18.14041876368802 1.065400781533699 0.001969657685258118 0.036911884784148155 0.9618858001699914 0.0
218 19.776452492027747 1.6032922027918208 0.005999238831722845 0.14022690731425194 0.7523519426247537 0.6353957876380981
219 20.112079306667795 1.8484616050368514 0.007645782872862725 0.18501342488124564 0.7442322380827584 0.3251639117473571
120 19.25959922982434 1.4508350116119402 0.004159087321443423 0.0916521932641907 0.8428970841147417 0.0
121 20.13822961771716 0.984636935512417 0.007792605756010496 0.18905727741890796 0.7486479812191209 0.0
122 19.381332413677317 1.2105477323008607 0.0045297461585075615 0.10128663768570902 0.8287421500009132 0.0
123 18.767087829192892 1.1811874469485453 0.002965429869475263 0.06127174654568826 0.8953122735536654 0.0
124 19.58880615692044 1.249161578616868 0.005246244752725261 0.12013513348299604 0.8066467030909558 0.0
225 20.072679041165024 1.7153233179558658 0.007430010945720389 0.1790845433496198 0.7320362877461547 0.6316237465559988
226 19.962507932145396 1.5924281842518646 0.006859896069147029 0.16350258058596265 0.7642599352945256 0.35937573348946567
127 19.36470511404487 1.3683046301100512 0.004477071679407462 0.09991238457345794 0.8313057960997776 0.0
228 18.76613116569957 1.3058911032682223 0.002963519337662779 0.06122403255877572 0.8790603989041181 0.6422296513912327
229 18.58827586813471 1.2948723776991178 0.002631433716336365 0.052982467197202704 0.8894198671908297 0.7800769721662408
130 19.67040948571881 1.655687735339553 0.005560541579113739 0.12848824688949945 0.7990617413188977 0.0
231 19.744125330098555 1.6135270873669603 0.005861732445962721 0.13653790794951792 0.7858622486892562 0.5485640857708411
232 19.405298716135285 1.380034850794925 0.004606852396476367 0.10330125098904806 0.814949043937873 0.3401368533857826
133 19.015457270631842 1.2893662802087091 0.0035116059047611706 0.07503917596817317 0.8688882419739287 0.0
134 20.054791450808473 1.4329763877542003 0.007334165896524596 0.17645640217133435 0.7586272032034866 0.0
135 19.01388123562657 1.2050053594665147 0.003507804629864176 0.07494253028184235 0.8686300893036378 0.0
136 19.677695232618028 1.3746363742153218 0.0055895632997522765 0.1292620108147967 0.7971960884537505 0.0
137 18.122043719844456 1.060728566081302 0.0019470282369811213 0.036372019763674275 0.9636391136716718 0.0
138 19.701191303332728 1.3636653618861765 0.005684260095401175 0.13178958098238314 0.7953258693673072 0.0
139 19.56913709702253 1.4725400670973878 0.005173363151600844 0.11820525993015127 0.8098045713040026 0.0
140 18.959531475092813 1.1613133785936975 0.003379467603747061 0.07168614078680356 0.8742948307164801 0.0
141 20.212970186322163 1.3200293494941837 0.008228713423526957 0.20111274063202542 0.7443603564515185 0.0
142 19.416639557729287 1.1847142395326975 0.004643832021347355 0.1042686733831917 0.8247991067230759 0.0
143 18.619703839459323 1.1279759625190104 0.0026868945092227473 0.05435142861652864 0.9108001318958278 0.0
244 19.115438776999717 1.3413665770724525 0.0037623132214662605 0.08143696376110254 0.8391154023340156 0.6097803925941148
145 19.396856421216572 1.3012671726495548 0.004579530641812771 0.10258699712726517 0.8275034025708626 0.0
246 20.004257201961398 1.1771148616628326 0.0070703369300691935 0.169239751753885 0.7594972814052929 0.1792299645584935
147 18.572548564950228 1.112766503738958 0.00260417375186054 0.05231074277190472 0.915809486386314 0.0
148 19.311609334517556 1.4406053122984983 0.004313259724888208 0.09564927454620985 0.8373024916033802 0.0
