# Binary systems ID's begin with a '2'
ID Gmag (G_BPmag-G_RPmag) e_Gmag e_(G_BPmag-G_RPmag) M_ini1 M_ini2
10 19.03984312431936 1.215941138417419 0.004312557755485462 0.04315679414355987 0.8079060152906905 0.0
11 17.953185463806445 1.423503734809764 0.0022265084602009163 0.017547190240308784 0.8175897394893223 0.0
12 19.10863531742566 1.1839820291005054 0.0045017205838047275 0.045711584078715305 0.8061086156492154 0.0
23 19.05138947374758 1.2317289105408353 0.00434371203023704 0.04357526311776252 0.8069990797893822 0.45063587109929504
14 19.321018990940363 1.1325058983555962 0.005142856148082835 0.05460810439720368 0.8007078848814118 0.0
15 17.60303625451867 1.4700660251456665 0.0018156265789274302 0.0131978368025747 0.8188146494652337 0.0
26 19.473702009478068 1.073672679618718 0.0056624477400648646 0.062069276307779614 0.783315144584348 0.5448834298724031
27 17.4565703231084 1.475550044831263 0.0016699538105941023 0.011728307375288047 0.8192106655419418 0.5183004015728236
18 19.040916866171635 1.2568011488177901 0.004315444936063118 0.043195536761111125 0.8079770376850797 0.0
19 18.282024706222913 1.4234503495348898 0.002708951850355433 0.022991637329419126 0.8162307263087584 0.0
110 19.457929516152014 1.1699593623935172 0.005606320675640835 0.061253034302027186 0.7935297763394815 0.0
211 19.367347794850026 1.1418125321387786 0.005295031741013075 0.056770896577723884 0.7951934367561267 0.5000101332744012
212 18.869341738555455 1.216502009555127 0.003879056244224703 0.037431315240941336 0.8091405864277296 0.49306600566469094
213 19.11161008413872 1.1044382237561494 0.004510095432147077 0.04582545641072414 0.8008825153181942 0.40611870440371245
114 19.45667727597883 1.211216033954595 0.005601889461849954 0.06118869606798718 0.7938296690284484 0.0
115 19.124896743184326 1.1545041240829468 0.004547702280311658 0.04633758218660574 0.805583246513791 0.0
116 19.016362238023348 1.2346826221881104 0.004249927967234324 0.042318317896681265 0.8085073148149645 0.0
217 18.902894931709298 1.114550698491779 0.0039605623569482174 0.03849361079397549 0.8043370995194867 0.6179258904802193
218 18.531510673744616 1.4520836552041951 0.003151401449273847 0.02826244001825838 0.8149098499978251 0.5666978163725428
219 19.241500102358785 1.2136203851840681 0.0048922465907882615 0.051088267092051866 0.7996691657703355 0.3857333038114097
120 19.349037667448165 1.135825267564151 0.005234333174251729 0.05590595031645409 0.7994805388780102 0.0
121 19.118870230746076 1.1848989689062568 0.004530603919174443 0.0461045791892563 0.8058304492618921 0.0
222 18.980367146592247 1.1557623316982906 0.004155780416637392 0.04106494283380064 0.8062349793822774 0.7189956016120786
123 19.01962408731771 1.167497797685058 0.004258570365490578 0.04243379909173722 0.8082698178633831 0.0
224 18.9158658620721 1.2492678079340174 0.003992556762880135 0.038912437364747414 0.8090721982246587 0.33785477342514936
125 18.02255087403209 1.4039227643387242 0.0023197659282966614 0.01857285901160083 0.8173221166395994 0.0
226 18.324318422095935 1.3774451692318186 0.002778933690721276 0.023808560514288372 0.8154252702601642 0.5943684851791787
127 16.817059741327792 1.492294771827028 0.0011755149488751513 0.007076356736789273 0.8206233013300274 0.0
128 19.497612880287978 1.1924437021677303 0.005748655353116907 0.06332768872477904 0.7923813464904974 0.0
229 19.02925610546597 1.1489966957707116 0.0042841994130587875 0.04277667676670372 0.8077316865599282 0.3910710500267268
130 15.23654200698874 1.532931708239675 0.0005648893589624694 0.002305071171525283 0.8247499948071014 0.0
231 18.05910697314806 1.4340456345934924 0.0023706547808411142 0.01913815590114798 0.8170419677151716 0.36233543393522133
232 19.38964851733592 1.2216205830579152 0.005369954825039442 0.05784264867823989 0.7934087647292857 0.2905595522108123
233 19.259390315208705 1.2021704595791256 0.0049474901006646916 0.05185960608091699 0.7988944737879845 0.6609287995916817
134 17.894349897235774 1.4313595717128982 0.002150679683525055 0.016723265303742282 0.8178086377328393 0.0
135 18.879845841373243 1.2955265042202844 0.0039043789855272046 0.03776063246599227 0.8112931160601922 0.0
136 19.412664383924984 1.1094348045787725 0.0054484432667797145 0.05897022234964704 0.7959069981399762 0.0
237 13.971379417315372 1.821572665078398 0.0003764482643154618 0.0011913824778396907 0.8227376208098073 0.4102366516507835
238 16.124261028714027 1.250485011050679 0.0008296760343535656 0.004205148920098753 0.8242061198501213 0.5085284099440072
239 18.827652101099982 1.318079836215449 0.0037802629114079495 0.03615282600804577 0.8121003831827772 0.22351002479696291
240 19.042346233314195 1.1006785328977682 0.004319291525858098 0.04324716575361377 0.8069795422205008 0.42714997668282984
241 19.257100131791187 1.2200134290103346 0.004940381817080162 0.0517602103886708 0.7975942010883779 0.6615769900166268
242 19.22855987849294 1.1934702963519 0.00485269200673058 0.050537593319325246 0.8033530816651908 0.5463046443355243
143 16.406328872883766 1.527256593417964 0.0009517824689311391 0.005175693326633009 0.8212285029441979 0.0
244 18.12089029178588 1.414534859179971 0.0024594968208317167 0.020134300336810507 0.816908260830751 0.35900526511920194
245 19.017948326763545 1.250937111559508 0.00425412805268561 0.04237443125796733 0.8075165181923942 0.4184643998491897
