EDR3Name RA DEC Plx e_Plx pmRA e_pmRA pmDE e_pmDE Gmag BP-RP e_Gmag e_BP-RP sel memb_probs
1361 272.6440507 -31.81506075 0.016375191 0.12183644 -2.660696886 0.13217372 -7.411023847 0.09461671 17.121511 1.6571236 0.001770109 0.010181778 -1 0.0
1362 272.6284489 -31.81382814 0.079473662 0.04173326 -2.261707133 0.047023997 -1.203452297 0.032352637 15.5375395 1.7511196 0.000419548 0.001393473 -1 0.0
1363 272.6360935 -31.81304574 0.087285147 0.06061298 -4.680827005 0.062011227 -5.676849622 0.043545336 16.330727 1.7254038 0.000646933 0.00308754 -1 0.0
1364 272.635726 -31.81000342 0.111114385 0.057644743 -2.851853058 0.063877426 -6.06408642 0.045437787 16.26753 1.6794205 0.000566553 0.003126034 -1 0.0
1365 272.6369244 -31.81739241 0.653784765 0.08691473 -3.514707154 0.092799194 0.197081043 0.06563862 17.082659 1.2046623 0.000857996 0.009194261 -1 0.0
1366 272.6276214 -31.81535925 0.352531552 0.12089721 -4.733941681 0.13303506 -5.549531327 0.09614665 17.662508 1.5529327 0.001240298 0.008834849 -1 0.0
1367 272.6341733 -31.81604864 -0.089950486 0.21605144 0.350301717 0.22179368 -3.932288468 0.16376552 18.570866 1.7616806 0.00230031 0.026747659 -1 0.0
1368 272.6352421 -31.8116371 0.137563921 0.12678546 -1.785815724 0.14260997 -4.172335083 0.10491213 17.752804 1.4435711 0.001216456 0.005442554 -1 0.0
1369 272.6379018 -31.80600831 0.289797676 0.31807634 -3.368746142 0.3249301 -3.141164904 0.21863432 18.464638 1.5570011 0.003279188 0.026735589 -1 0.0
1370 272.6389137 -31.82251976 0.116647967 0.19109155 -0.283627806 0.19647226 -2.464857755 0.14443795 18.406778 1.4714527 0.002016844 0.017207021 -1 0.0
1371 272.6369727 -31.81899193 -0.476043824 0.3040705 -2.011164143 0.3224359 -3.758832065 0.22818361 19.004354 1.4223156 0.003010956 0.042142525 -1 0.0
1372 272.6312642 -31.81552249 -0.422251861 0.24049139 1.015552236 0.24928261 -6.271040576 0.18757385 18.683449 1.363966 0.004513201 0.031830109 -1 0.0
1373 272.6339449 -31.81236802 -0.511109303 0.66255844 -5.885409924 0.73024267 0.472730248 0.52241826 19.072569 1.2993736 0.012117521 0.03730954 -1 0.0
1374 272.6357119 -31.80897628 -0.034156575 0.4188914 0.063532753 0.46749347 -0.631369185 0.32703432 19.219387 1.392067 0.005869817 0.043638643 -1 0.0
1375 272.6471636 -31.81573948 0.276621878 0.13160917 -1.902158382 0.14149337 -2.898005592 0.106559806 17.7346 1.5313587 0.002219352 0.01207193 -1 0.0
1376 272.6392606 -31.81140246 0.005291377 0.048458125 -2.333654821 0.055292297 -5.954269092 0.038195305 15.833977 1.6739521 0.000509022 0.005932354 -1 0.0
1377 272.6310377 -31.81904781 0.080867021 0.06775467 -2.502222337 0.07360818 -0.503410602 0.05295605 16.657743 1.5696898 0.000698165 0.006260334 -1 0.0
1378 272.6274828 -31.81656069 0.289444178 0.12996371 -1.382181895 0.14379868 1.163968934 0.10457135 17.78437 1.2595692 0.001561012 0.015379779 -1 0.0
1379 272.638505 -31.81302882 0.151856769 0.1225421 11.50200925 0.1305867 -9.599169695 0.093345314 17.316725 1.0798073 0.001547107 0.012672334 -1 0.0
1380 272.6439243 -31.81421311 0.736610923 0.113236316 1.789631802 0.12410882 -2.345586987 0.089588664 17.527111 1.380888 0.001496664 0.033456819 -1 0.0
1381 272.6445728 -31.81566004 0.197786809 0.15155414 0.239437669 0.16955374 -4.977659691 0.12061685 17.945255 1.5336838 0.001697219 0.019568205 -1 0.0
1382 272.6408074 -31.81022426 0.370153443 0.24030666 -2.753730037 0.25314003 -2.262344429 0.18389049 17.599909 1.3161964 0.003069372 0.008274437 -1 0.0
1383 272.6316413 -31.82104145 2.419913853 1.0794001 -4.014896 1.1814435 -0.01022711 0.88790256 19.074596 1.4811344 0.012107325 0.067328587 -1 0.0
1384 272.6319157 -31.82027721 0.355884557 0.24186587 -4.591276268 0.25081056 -2.232773909 0.1817194 18.673717 1.3565178 0.00254642 0.022865899 -1 0.0
1385 272.6332157 -31.81758272 0.314783456 0.2125089 -2.635005331 0.23349512 -4.647836972 0.17706567 18.64227 1.5511761 0.002907623 0.024293399 -1 0.0
1386 272.6356548 -31.80682741 -0.265077526 0.8697175 3.257528035 1.0935698 -8.637663842 0.6747654 19.026236 1.2952976 0.006237648 0.034378198 -1 0.0
1387 272.6360314 -31.81910149 0.334961527 0.24504577 1.843646677 0.26272613 -8.65050913 0.19850844 18.82588 1.1573734 0.002739717 0.035710235 -1 0.0
1388 272.6362829 -31.81765093 0.209404009 0.23514226 -0.148058349 0.25240734 -1.260193356 0.18827143 18.775463 1.2555943 0.002489556 0.050021633 -1 0.0
1389 272.6371002 -31.82285578 0.186119968 0.2123941 0.895121444 0.21938473 -4.942318829 0.15494452 18.38241 1.302927 0.002459922 0.025395077 -1 0.0
1390 272.637945 -31.81244519 0.397372321 0.26220652 -3.036731854 0.27881527 -6.653765814 0.20059541 18.341848 1.0409184 0.002774253 0.038013583 -1 0.0
1391 272.6383471 -31.81714235 -0.142160632 0.2490254 -5.606445895 0.24945691 -5.383182689 0.18560028 18.599081 1.4915619 0.003472204 0.045045968 -1 0.0
1392 272.6392526 -31.81854902 0.155311731 0.2686009 -4.238143392 0.2796205 -9.778234515 0.2034343 18.59347 0.95651054 0.004242867 0.038727915 -1 0.0
1393 272.6395893 -31.80811999 0.048680918 0.21579684 -5.378917329 0.21655336 -8.606610138 0.15844652 18.477156 1.2277718 0.002847624 0.025966996 -1 0.0
1394 272.6398818 -31.81902504 0.389763502 0.21225816 -4.802308095 0.21410336 -5.376883527 0.1532132 18.534096 1.6144848 0.003057208 0.063031743 -1 0.0
1395 272.6403976 -31.80964076 0.050527041 0.20231529 -7.559859633 0.22803997 -4.582931844 0.16360818 18.395138 1.3408794 0.004086203 0.047501505 -1 0.0
1396 272.6431853 -31.81522537 0.55060276 0.2788899 -3.528694021 0.29373142 -4.502881621 0.21789297 19.00014 1.229784 0.003834999 0.032800111 -1 0.0
1397 272.6274873 -31.81375791 0.527573048 0.2977138 -6.320165649 0.32621685 -5.733241133 0.24197882 19.033333 1.5597095 0.00529092 0.046961418 -1 0.0
1398 272.629099 -31.81810187 -0.2653336 0.4197334 -5.537478181 0.461926 -8.958162733 0.3563055 19.555609 1.2337608 0.004887993 0.012296275 -1 0.0
1399 272.6295466 -31.81334663 -0.063672184 0.38761377 0.336328317 0.43434003 -9.188316405 0.32822728 19.452679 1.0017624 0.004761462 0.072320037 -1 0.0
1400 272.6297822 -31.81221581 0.058321862 0.28841388 1.327955123 0.27830163 -4.145185626 0.20887227 18.964256 1.1313 0.002412272 0.029304065 -1 0.0
1401 272.630699 -31.81292901 1.231451872 0.36479205 -1.22920121 0.36236778 -5.15751611 0.27882576 19.23104 1.5167599 0.003655869 0.073207936 -1 0.0
1402 272.6314493 -31.81671326 2.210431115 0.9284225 -1.185144464 1.0074345 -6.267262343 0.7442314 19.58437 1.6950417 0.011451986 0.030933629 -1 0.0
1403 272.6321454 -31.81632444 -0.67516608 0.572641 -6.834425749 0.588844 -0.309980295 0.4260822 18.541328 1.6052895 0.007584498 0.012434373 -1 0.0
1404 272.6325114 -31.81294892 0.029263208 0.3714196 -5.522516882 0.36557788 -5.345682882 0.27315256 19.154648 1.2811775 0.003781468 0.08109327 -1 0.0
1405 272.6334224 -31.81080926 0.68451781 0.31067017 -3.885690148 0.342284 -3.55414717 0.24932963 19.015284 1.5019016 0.003061942 0.027843505 -1 0.0
1406 272.6335636 -31.8119824 1.291087909 0.45937148 -1.156981202 0.49700683 -7.470420347 0.3499408 19.354132 1.9198227 0.0046267 0.004698312 -1 0.0
1407 272.6340566 -31.82327852 1.415535245 0.48133916 -4.718438507 0.49034005 0.24430837 0.37116453 19.495382 1.3842125 0.005713912 0.033125672 -1 0.0
1408 272.6342771 -31.81676908 1.072025452 0.41378337 2.67516466 0.47866943 -1.485705123 0.31445628 19.125357 2.0076656 0.006434715 0.06248464 -1 0.0
1409 272.6346092 -31.80932977 -1.362332768 0.8246881 -4.584823709 0.9421741 -9.624726925 0.6689184 19.738935 1.2067394 0.009267306 0.051117325 -1 0.0
1410 272.635077 -31.81953005 0.114983141 0.40654793 -0.646271744 0.4118807 -6.966606893 0.31300023 19.290415 1.960165 0.004475635 0.006264417 -1 0.0
1411 272.6355155 -31.82138425 0.126998877 0.54781073 -3.316399215 0.59310436 -3.191735182 0.4323474 19.537146 1.609005 0.004743028 0.069914392 -1 0.0
1412 272.6361458 -31.82077066 0.006216496 0.49400768 -4.115574879 0.46793345 -4.417943064 0.34675735 19.528006 1.2518959 0.00457349 0.100572909 -1 0.0
1413 272.6362337 -31.82259479 0.129809767 0.61633915 -1.43666602 1.0956808 -2.149609317 0.88719404 19.760376 1.793726 0.006701842 0.002334722 -1 0.0
1414 272.6369063 -31.82374028 -1.751147282 0.55967265 4.237014765 0.66983026 -5.402594159 0.48183337 19.5003 1.533226 0.008771642 0.029317941 -1 0.0
1415 272.6371246 -31.81134555 0.628726547 0.29568654 -1.610963695 0.3332212 -4.343489492 0.25618738 19.038162 1.6939411 0.003167805 0.034741641 -1 0.0
1416 272.63771 -31.82265499 0.085632869 0.31537154 -6.678303708 0.35934097 -4.182040391 0.25825885 19.090864 1.3188038 0.003793113 0.01585338 -1 0.0
1417 272.640286 -31.8173505 0.688599918 0.41141284 -4.358598964 0.39701778 0.422606281 0.29082462 19.14085 1.4945736 0.004219877 0.039388576 -1 0.0
1418 272.640613 -31.82216462 0.462082524 0.55472076 -3.822851646 0.70523465 -4.850007839 0.64943707 19.654797 2.0391788 0.005444874 0.061008573 -1 0.0
1419 272.6408143 -31.80850091 0.363322474 0.3740433 -3.309996419 0.40319607 -2.85685407 0.29102853 19.224394 1.1368389 0.005480457 0.026343012 -1 0.0
1420 272.6413415 -31.81602183 -0.082873539 0.31435677 -2.012187549 0.35332704 -4.344467801 0.24763091 19.139006 1.3925457 0.003778866 0.066348831 -1 0.0
1421 272.642218 -31.81695625 0.182036478 0.33750248 -0.546006663 0.35484785 -4.154885789 0.2520153 19.173697 1.4004021 0.00335121 0.050846725 -1 0.0
1422 272.642348 -31.81853701 0.493537852 0.37437072 -2.173571627 0.59418243 -5.359652274 0.40652797 19.068533 1.6046906 0.004087578 0.044555833 -1 0.0
1423 272.6424162 -31.81539582 -0.306366819 0.64982545 -0.613725111 0.6244254 -3.972826938 0.43435934 19.723476 0.784708 0.006168312 0.139416157 -1 0.0
1424 272.6441765 -31.81612988 -0.481695408 0.47363257 3.201630474 0.6142185 -5.746123007 0.37474316 19.269218 1.7156963 0.005619389 0.013783991 -1 0.0
1425 272.6450007 -31.81290668 -0.221993343 0.39889982 -2.004401459 0.44595966 -5.269630523 0.329235 19.303768 1.3642654 0.004220143 0.104176043 -1 0.0
1426 272.629604 -31.81897384 -1.233837031 0.3189218 -5.245803907 0.34169382 -5.587825942 0.24507168 18.939247 1.325983 0.005431407 0.03895851 -1 0.0
1427 272.635153 -31.81368666 0.190602628 0.15169346 1.737774005 0.14866513 -3.092807251 0.110216 17.996193 1.5026627 0.001360008 0.011506326 -1 0.0
1428 272.6383339 -31.81094862 0.077640673 0.033737153 -3.298132592 0.037050392 -3.197465019 0.024982888 14.795299 1.9129438 0.0003462 0.000815437 -1 0.0
1429 272.6386668 -31.82417046 -3.439824896 0.8749177 0.063828001 0.7658457 -4.168665876 0.6401826 19.873772 1.834734 0.00762034 0.220159831 -1 0.0
1430 272.6436122 -31.8131484 0.299787424 0.20916072 -4.892162991 0.20948933 -3.464942388 0.14260663 18.028698 1.2212563 0.002603401 0.020670733 -1 0.0
1431 272.6412999 -31.8170656 -0.707042982 0.25616205 -0.402334138 0.25692835 -4.005897189 0.18502918 18.387068 1.286211 0.004825711 0.033563544 -1 0.0
1432 272.6398622 -31.81604241 -0.154758181 0.5196438 4.089638799 0.55215025 -4.779539195 0.39356485 18.765387 1.4141026 0.006271814 0.057367713 -1 0.0
1433 272.6427747 -31.81348954 1.583557725 0.21053822 -7.384646779 0.22258419 -1.466565208 0.15268855 18.280012 1.8305645 0.003896008 0.020775826 -1 0.0
1434 272.6357993 -31.8196941 -0.278751642 0.2942026 0.991557249 0.30275452 -4.371259142 0.22232343 18.304295 1.5751762 0.006270768 0.020166299 -1 0.0
1435 272.6416453 -31.81379977 0.386630332 0.6093928 -1.362220225 0.8229121 -3.073749514 0.60208 19.65752 1.0749741 0.006209365 0.006761628 -1 0.0
1436 272.6424351 -31.8109431 -0.065922842 0.2242334 -4.521715996 0.25703964 -4.730815032 0.18459366 18.44637 1.3896008 0.002261183 0.027109945 -1 0.0
1437 272.641176 -31.81131939 0.549994938 0.24734813 -3.458752507 0.30565146 -6.808121097 0.19874293 18.376253 1.3596153 0.003764137 0.042141675 -1 0.0
1438 272.63947 -31.82136368 -0.388135726 0.26859927 0.133489866 0.25313142 -6.904205265 0.18603486 18.76467 1.413496 0.002590832 0.023493681 -1 0.0
1439 272.642702 -31.81646169 0.367328608 0.2763947 1.101863916 0.29246873 1.616804393 0.21796803 18.979527 1.3268356 0.003053575 0.035815374 -1 0.0
1440 272.6371437 -31.82050928 0.339951826 0.7986761 -3.232654542 0.740312 -10.15480058 0.5042446 19.43105 1.3964996 0.007633469 0.048964424 -1 0.0
1441 272.6347401 -31.82222005 0.512163832 0.11985139 1.380994128 0.13067384 -4.394334932 0.09345325 17.63054 1.3430138 0.001346636 0.009335305 -1 0.0
1442 272.6403285 -31.81623615 0.576251106 0.8178392 1.386008797 0.71571386 -3.469594093 0.5440713 19.042383 1.0384293 0.017886722 0.131664542 -1 0.0
1443 272.6333289 -31.82245011 0.039937419 0.19464807 -2.414026863 0.20186734 -0.576579881 0.14937203 18.34047 1.6722317 0.002521638 0.012334538 -1 0.0
1444 272.6389596 -31.81536486 -0.275035104 0.23903403 -2.036148468 0.25282288 -6.331055237 0.17879787 17.31114 1.2442837 0.002988559 0.019893026 -1 0.0
1445 272.6417107 -31.80957288 0.202797929 0.3927786 0.043498995 0.4297306 -3.995436275 0.31017992 19.201586 1.1887627 0.00384976 0.039729003 -1 0.0
1446 272.639817 -31.81064457 -0.570261701 0.49088046 -2.273695168 0.6132136 -9.74085369 0.44160587 19.203238 1.2993603 0.006055549 0.017020128 -1 0.0
1447 272.6324814 -31.81720379 -0.5691716 0.329276 -0.973493206 0.3874144 1.198068466 0.29649717 19.18346 1.3637009 0.005861633 0.052583063 -1 0.0
1448 272.6334555 -31.81484338 0.676875115 0.41656014 0.067983553 0.4218497 -3.7115053 0.31523186 19.449392 1.3940678 0.004182706 0.085771506 -1 0.0
1449 272.6363209 -31.81041119 -0.745080637 0.40131664 0.62484279 0.4968825 -7.450719019 0.37221146 19.068754 1.4166317 0.004067456 0.054968834 -1 0.0
1450 272.6297034 -31.81667013 0.04805798 0.3471806 0.194394004 0.38224998 -6.753940417 0.27431598 19.104595 1.462122 0.003862213 0.036054978 -1 0.0
1451 272.6299545 -31.81604598 -5.429843206 0.7973107 4.282002213 1.1429675 -0.743844995 0.83541936 19.287594 1.4602871 0.020264997 0.041801167 -1 0.0
1452 272.6384092 -31.80791487 0.285145682 0.32673365 -6.552129416 0.34979522 -6.224942212 0.24004433 19.033405 1.231123 0.00547243 0.036251889 -1 0.0
1453 272.6373147 -31.80880794 -0.620154494 0.21599469 -2.977749677 0.22683647 -6.028467079 0.1611654 18.137512 1.3921452 0.002164705 0.013331092 -1 0.0
1454 272.6316883 -31.81323278 -0.26275077 0.11403739 -1.905977624 0.1266649 -8.915096571 0.091604546 17.034681 0.8924217 0.001242292 0.005050819 -1 0.0
1455 272.6368963 -31.8070786 0.003479056 0.1183715 -3.000755385 0.13332291 -4.60564961 0.09851443 17.18316 0.80080986 0.001295244 0.006666925 -1 0.0
1456 272.6338161 -31.80788523 -0.853189339 0.4796379 -2.64899232 0.5277032 -0.096020713 0.38654345 19.073336 1.4600964 0.008339931 0.035131353 -1 0.0
1457 272.6313808 -31.8099293 0.143352802 0.18888307 -0.467575919 0.19356452 -1.631942253 0.14183843 18.232998 1.4065495 0.001841045 0.012364048 -1 0.0
1458 272.6401645 -31.82120984 0.066529921 0.5849186 -1.370047647 0.72985905 -3.346073082 0.4474995 19.321133 1.691618 0.00614772 0.045216663 -1 0.0
1459 272.6411234 -31.81246207 0.129428618 0.20167078 -0.421224271 0.31015605 -3.528823514 0.22522269 18.186483 1.7580128 0.005811186 0.040933336 -1 0.0
1460 272.6404976 -31.81369396 -7.312166766 1.1860416 3.590582291 1.1659025 -9.531960533 0.7157471 18.983194 1.2115002 0.018586006 0.028498941 -1 0.0
1461 272.6322822 -31.82159818 -0.278576089 0.4338011 -1.862033016 0.5245803 -7.651149766 0.42894542 19.282202 1.4269505 0.004039131 0.060477257 -1 0.0
1462 272.6305419 -31.81471037 -0.092328499 0.34414962 -3.640368513 0.42854354 -8.126725396 0.3235179 19.181501 1.4360237 0.004436836 0.05683777 -1 0.0
1463 272.6487415 -31.81111196 0.098119032 0.04833839 -3.799676358 0.05160777 -0.864373253 0.03596187 15.893343 1.6226816 0.000499997 0.002523316 -1 0.0
1464 272.6519744 -31.8076578 0.585958373 0.044483695 -2.130659365 0.04778216 -3.874353858 0.033126947 15.724591 1.0385561 0.000486139 0.003302906 -1 0.0
1465 272.6559641 -31.8050985 -0.042924972 0.04709536 -4.07172965 0.04968932 -5.244698095 0.03511073 15.624189 1.7664785 0.000452736 0.002716473 -1 0.0
1466 272.6411364 -31.80402959 0.071519994 0.065026924 -4.248092785 0.069392204 -7.995434437 0.04877097 16.558899 1.7118406 0.000662109 0.003908804 -1 0.0
1467 272.6401552 -31.80317749 0.039832973 0.069035254 -1.221278034 0.07442197 -1.451800878 0.052737314 16.599669 1.7982607 0.002746278 0.005735791 -1 0.0
1468 272.6481442 -31.81199858 0.023471745 0.07823061 -1.749979042 0.082643166 -7.971402966 0.058241986 16.920927 1.7502041 0.000784773 0.006942921 -1 0.0
1469 272.6509012 -31.80706709 0.100945318 0.060962938 -1.57483558 0.063817 -5.654626326 0.044703864 16.35231 1.6834688 0.000812033 0.005050605 -1 0.0
1470 272.6517193 -31.80427314 0.484325717 0.058816005 0.339637932 0.061669745 -2.608225508 0.04309299 16.340893 1.022913 0.000605184 0.00422948 -1 0.0
1471 272.6537406 -31.80907645 0.098487934 0.14142978 0.484490391 0.14645776 -2.476978665 0.10782439 17.997364 1.2965488 0.001392823 0.021751716 -1 0.0
1472 272.6463461 -31.81045096 0.271659567 0.14465776 -0.116908062 0.14635701 1.071535648 0.10803528 17.936958 1.3178959 0.001648483 0.015076926 -1 0.0
1473 272.6431321 -31.80709738 0.208790937 0.072919264 -4.118599905 0.07863153 -6.106289529 0.05748749 16.615908 1.7459087 0.000950031 0.015523216 -1 0.0
1474 272.6423796 -31.80538723 0.415004541 0.10878995 -3.172096521 0.11864473 -10.21422338 0.085826956 17.451807 1.1520138 0.001022461 0.012819146 -1 0.0
1475 272.649611 -31.80231675 0.107078665 0.13151546 0.720230309 0.14303035 -1.484704436 0.10326466 17.768713 1.4321194 0.001737115 0.036655256 -1 0.0
1476 272.6511517 -31.79998666 0.013706869 0.6459374 -8.468395725 0.6396044 -2.943488525 0.45682654 18.623966 1.414545 0.008240138 0.014437467 -1 0.0
1477 272.6516417 -31.79719319 0.074596514 0.14653903 -2.01777592 0.15728793 -7.58101408 0.116446786 18.030058 1.2698059 0.001490917 0.016814665 -1 0.0
1478 272.6397355 -31.80476208 0.125457804 0.14440082 -2.459412222 0.1495009 -2.541121724 0.109995455 18.015491 1.5832939 0.001531926 0.024162995 -1 0.0
1479 272.6452098 -31.80587923 0.145422189 0.15565436 -0.795140373 0.16232292 -3.607652461 0.11823673 17.93839 1.2937183 0.001626992 0.012758627 -1 0.0
1480 272.6532062 -31.80749973 -0.03241473 0.11051255 -1.6251833 0.11884123 -2.585228479 0.08672214 17.462183 1.6368923 0.001141538 0.013131425 -1 0.0
1481 272.6407018 -31.80255345 0.468913507 0.2655795 0.69123471 0.2678304 -2.958277495 0.19364464 18.773394 1.3695259 0.00250013 0.039083535 -1 0.0
1482 272.6408934 -31.80663689 0.347667419 0.20838058 -9.248144601 0.22766718 -3.645627409 0.16452312 18.584242 1.2665577 0.002043191 0.019778847 -1 0.0
1483 272.6420516 -31.80691147 -0.910940038 0.42363352 -0.644498001 0.45162243 -7.093983991 0.32538548 18.736963 1.4144115 0.003991204 0.02427714 -1 0.0
1484 272.6462524 -31.806347 0.813677 0.23808244 -3.861286564 0.25435486 -9.312767152 0.19164829 18.794052 1.4728146 0.002433138 0.029530096 -1 0.0
1485 272.6463878 -31.81292665 -0.440828641 0.22341318 -6.511719371 0.23378895 -4.649856082 0.16662444 18.643028 1.5890331 0.002233602 0.036624713 -1 0.0
1486 272.646704 -31.80585153 1.532680915 0.6451554 0.217672289 0.69267154 -6.430862117 0.49195933 19.113192 1.2740841 0.008568818 0.018145544 -1 0.0
1487 272.6525291 -31.80324747 -0.548140562 0.7274302 8.016390214 0.71806633 -4.329704095 0.52619886 18.747486 1.4818134 0.018409621 0.026554535 -1 0.0
1488 272.6525606 -31.80976238 0.345740942 0.24631397 -0.144116785 0.26093358 -7.084673327 0.20104583 18.829704 1.5209904 0.002419702 0.030849024 -1 0.0
1489 272.6539347 -31.80319561 0.162026498 0.1897226 -1.500202695 0.19245793 -6.726996603 0.14244682 18.435556 1.4515934 0.001900689 0.021719656 -1 0.0
1490 272.6541533 -31.80816682 -0.319801407 0.30176795 1.807509054 0.3133778 -0.699252472 0.21775837 18.963575 1.5267582 0.003360741 0.044401613 -1 0.0
1491 272.6551206 -31.80595 0.039855623 0.15880543 -1.31095208 0.16594243 -5.893729398 0.119008906 18.126778 1.1477108 0.001855135 0.017569289 -1 0.0
1492 272.6565812 -31.80486227 -0.387123374 0.31750268 -5.375083459 0.29418573 -5.048049868 0.22522265 18.713661 1.7681293 0.00357428 0.161726611 -1 0.0
1493 272.6388847 -31.80300035 -0.279547564 0.71330875 9.160602621 0.87673116 0.635185796 0.55875355 19.598034 1.6457882 0.011448673 0.091856017 -1 0.0
1494 272.6443796 -31.80767359 1.554658548 0.49979216 -0.405645424 0.5195029 -2.020394278 0.33283737 19.398237 1.179739 0.004500413 0.072582915 -1 0.0
1495 272.6450131 -31.81217508 1.942887542 0.8599164 2.170478817 0.7253518 -8.749806902 0.65490884 19.64004 1.7439537 0.006988495 0.025014859 -1 0.0
1496 272.6449777 -31.8029374 0.708374256 0.3847653 -9.489160018 0.44494888 -7.448261187 0.35995936 19.38335 1.5364761 0.004285576 0.03786005 -1 0.0
1497 272.6470209 -31.81438506 0.452427802 0.33857197 -2.770188838 0.37939757 -5.349530352 0.27916098 19.254124 1.4304314 0.003695923 0.058580551 -1 0.0
1498 272.6486092 -31.80801936 -2.376256887 0.81030494 5.775517202 0.94792473 -2.817837793 0.5974396 19.507957 1.6973095 0.006189312 0.056387802 -1 0.0
1499 272.6483856 -31.80553843 0.854908274 0.16408221 0.461955477 0.16312532 -2.822571111 0.120032735 17.038383 1.2870846 0.002858509 0.008401158 -1 0.0
1500 272.6486896 -31.80445512 -0.05049103 0.32305205 -5.04541769 0.3470709 -1.801986285 0.2545898 19.066647 1.5337143 0.003313217 0.040214768 -1 0.0
1501 272.6496061 -31.80509149 -0.376580159 0.8190757 2.077964527 0.82086706 -4.610171131 0.5121004 19.70956 1.1252213 0.00561947 0.159130993 -1 0.0
1502 272.6505671 -31.80270549 0.441344697 0.38331416 1.109159287 0.54449534 -1.868470683 0.40328628 19.36389 1.131279 0.003916869 0.091960338 -1 0.0
1503 272.650843 -31.80875187 0.630585312 0.61112475 -2.209831507 0.61126286 -3.642033703 0.45224404 19.5581 1.2265968 0.006273235 0.102899051 -1 0.0
1504 272.6512172 -31.81031965 0.812677756 0.45592296 -0.835677734 0.5111557 -3.855189218 0.33386716 19.143572 1.3961887 0.004280127 0.035977035 -1 0.0
1505 272.6520926 -31.80917618 -0.973134392 0.6426621 -5.372076913 0.922145 -3.252263327 0.55622655 19.703098 1.7854996 0.006302427 0.163784694 -1 0.0
1506 272.6541797 -31.80460459 -2.493705347 1.2661539 4.900306331 0.8430447 -2.753225711 0.7319895 19.516878 1.4868584 0.008059934 0.013141567 -1 0.0
1507 272.6377233 -31.80410677 3.783904709 1.2830229 0.338928864 1.5375316 -8.472856004 1.2935721 19.665113 1.8240662 0.009737133 0.094477095 -1 0.0
1508 272.6467976 -31.80275483 0.343094605 0.20251483 -4.245778333 0.21426724 -2.65574896 0.15859763 18.100569 1.4683342 0.002522289 0.017047801 -1 0.0
1509 272.6499199 -31.80912497 0.198042975 0.6409989 -3.834627928 0.883241 -2.828544698 0.5620918 19.785234 0.71279526 0.005144263 0.154709071 -1 0.0
1510 272.6517316 -31.80601407 -0.88995723 0.5717323 -2.420818307 0.575072 -6.443628934 0.41640973 18.530064 1.4158058 0.007123669 0.028097718 -1 0.0
1511 272.6531615 -31.80528485 -0.848632478 0.28441983 0.67358153 0.27890778 -4.223942004 0.20071973 18.03555 1.3828716 0.002581992 0.016085324 -1 0.0
1512 272.6456273 -31.79980541 0.090068313 0.124583766 -4.708989762 0.1366346 -5.5126152 0.09833172 17.626827 1.6211205 0.001302504 0.010567503 -1 0.0
1513 272.6475394 -31.79701827 0.253573992 0.15759028 0.323112055 0.16219392 -0.580065473 0.11906212 18.034382 1.606596 0.00142035 0.021481169 -1 0.0
1514 272.644157 -31.8021222 -0.470002642 0.2544395 -6.307271576 0.27136663 -5.039821824 0.19932552 18.819637 1.5062332 0.002668288 0.036801691 -1 0.0
1515 272.6450661 -31.80167751 0.016674002 0.1755444 -2.159012729 0.17511342 -6.669578256 0.12983455 18.213812 1.4977074 0.001932624 0.02120241 -1 0.0
1516 272.6465152 -31.79711738 0.041878449 0.2078098 2.02139505 0.21064676 -7.796178992 0.15538356 18.463743 1.0451145 0.002412671 0.020193755 -1 0.0
1517 272.6400489 -31.80150543 0.300717766 0.30461258 -3.126771776 0.3150555 -6.621813966 0.22688231 19.078255 1.4475327 0.00353781 0.042491979 -1 0.0
1518 272.6411009 -31.80096983 0.226163587 0.37375146 -1.387196281 0.41706595 -2.46466116 0.311764 19.323105 1.3848896 0.0076972 0.05083261 -1 0.0
1519 272.6417441 -31.79970918 -0.526523352 0.33905485 -2.857656881 0.4122075 -6.295082213 0.28797162 19.226065 1.1892567 0.00340267 0.088055685 -1 0.0
1520 272.6463502 -31.79552612 0.188375129 0.5475842 -7.365458826 0.59065855 -6.592085884 0.47411144 19.667894 0.87945175 0.005511593 0.137820831 -1 0.0
1521 272.6467178 -31.80068332 0.294295773 0.3531906 2.020289744 0.3723432 -4.841966486 0.26592216 19.307526 0.7838001 0.004291924 0.063661555 -1 0.0
1522 272.6475667 -31.79398062 -0.124296783 0.26026508 2.192772349 0.26774764 -5.162956941 0.19834404 18.944246 1.0893593 0.003602645 0.04431795 -1 0.0
1523 272.6478824 -31.80006841 -1.071306522 0.33494967 -5.737085589 0.37251702 -4.862273454 0.27594605 18.999205 1.4813061 0.004660854 0.039162187 -1 0.0
1524 272.6487464 -31.79814281 -0.384214193 0.5908774 0.381695108 0.55777276 -3.801514347 0.4480134 19.698776 1.5192623 0.005652816 0.09380735 -1 0.0
1525 272.649005 -31.79650945 -0.002789822 0.30007103 -4.451461114 0.29456532 -4.127176053 0.21644469 18.967844 1.7877998 0.003285354 0.057810296 -1 0.0
1526 272.6492011 -31.79948763 0.24032341 0.34064606 -2.260006344 0.37890875 -9.014506836 0.2712094 19.255705 1.4852276 0.003368119 0.054524271 -1 0.0
