source_id,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux_over_error,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
4048860829600886528,272.59202838991627,-31.7838597033665,,,,,,,,211.30853,19.203651,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4048860790969550208,272.58080748413846,-31.794694632939656,-0.27588745077053795,0.24585104,-4.471894302936618,0.23249355,-3.1871165847081153,0.17191373,1.5155,373.28192,17.917362,47.45315,33.335842,1.1251068,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,5242.8945,4.7576,-3.7005,1547.9481,0.3858,0.3128,0.173
4048860790969641472,272.58212815944785,-31.79445069977436,-0.5236384421519703,0.3072156,-2.3470137904333277,0.27160147,-7.160854439301797,0.19274588,1.0534445,380.15427,18.842669,11.980036,24.496862,1.5223236,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4048860790969799040,272.5834462014993,-31.795669980616246,-0.46544847466024797,0.6668036,-0.7866891250127276,0.70730424,-4.203046471251119,0.45884192,1.012259,148.42128,19.632814,9.590404,8.423083,1.0942707,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4048860795201142272,272.5784993938448,-31.79675586313993,1.1627208517577967,0.55423284,-3.9753243131720306,0.50505114,-1.3246893196110872,0.3934242,0.976405,242.05673,19.345306,7.4996862,14.152885,1.1010284,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4048860795241133696,272.5810756494588,-31.796532476212146,0.7261837782521926,0.6935132,-5.707003323626902,0.58737177,-7.853224381811945,0.41308978,1.2658923,146.46335,19.462523,6.359476,18.063068,1.406807,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4048860795241144448,272.5804962119188,-31.794553246793186,,,,,,,,155.25066,19.308956,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4048860795242819712,272.58288452095275,-31.795787078191534,,,,,,,,81.53992,20.119057,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4048860825217213824,272.5897124375728,-31.79079182743616,-0.5504179517037757,0.16933692,-2.907162885110693,0.16116568,-4.745945774548918,0.11261012,3.8778903,554.071,15.788883,182.08528,364.3131,1.8050213,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4700.0728,3.3829,0.3829,2103.44,1.4399,1.0649,0.5575
4048860825217218432,272.59791472753875,-31.788725026548843,0.14989683851546953,0.13412803,-1.763716627979623,0.14252008,-4.031940955248814,0.09742522,0.99219155,591.51776,17.24958,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4048860825224891264,272.5849625513032,-31.793670981253754,0.03276945897873093,0.06483351,-0.8566989209281567,0.062748425,-7.944514617582994,0.043367777,0.9556386,990.08905,16.25019,51.74385,98.67885,1.7415953,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
4048860825224895360,272.59468752508343,-31.785398743953778,-0.003067239020069707,0.08352869,-7.770214188061397,0.08230458,-8.138906563053874,0.059424993,1.0175042,1112.3439,16.802486,53.191128,145.92021,1.6596832,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
4048860825244185472,272.5877655136126,-31.79155938245604,,,,,,,,130.20184,19.847124,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4048860825244191104,272.58898552020065,-31.79351402419669,0.9952533542681608,0.34674978,-0.7405121209812177,0.34514344,-4.17409545152184,0.2489505,3.0434895,152.08484,17.796925,43.6957,72.78835,1.6571522,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,4265.7446,4.6602,-3.3131,611.1742,0.7091,0.5275,0.2887
4048860825244204032,272.5929637783032,-31.792399869874327,0.5561440025231636,0.27615026,-3.138528109229846,0.26470882,-5.179800235970191,0.20478797,1.0363541,274.31,18.936409,17.512575,23.094418,1.5665245,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4148.7026,5.0263,-1.6516,903.353,0.0085,0.0064,0.0034
4048860825256720640,272.593939999557,-31.78548749608438,,,,,,,,99.154594,19.649462,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4048860825329291264,272.5844040075091,-31.793335169839366,0.2796098791430884,0.22939876,-0.28378181184305706,0.20984836,-1.886336981166465,0.15521212,1.1546388,464.35318,18.29174,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4048860825329296640,272.5846101739141,-31.79465103289194,-0.5532467867568622,0.54161954,-0.47989689910902883,0.54485625,-4.206127638026664,0.38065404,1.0552915,213.29759,19.476234,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4048860825329383808,272.58409700375,-31.79512029655439,0.3845655104925371,0.5516814,0.7392566886736816,0.6928259,-4.900520745190085,0.43379536,0.995336,247.34956,19.313297,7.916074,10.7299795,1.117899,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
