source_id,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux_over_error,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
5961659767928229888,262.79900983214486,-39.850620387991235,,,,,,,,58.85704,20.52383,,8.022685,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961659767928231168,262.79586626202234,-39.85071975069586,,,,,,,,68.21236,20.497717,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961659767928233088,262.80017572771334,-39.84817630927657,,,,,,,,69.72657,20.666195,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961659767928234624,262.79417831860286,-39.849031966172255,,,,,,,,72.74198,20.421967,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961659767928236544,262.78633182349813,-39.84872813936954,,,,,,,,60.37717,20.583103,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961659767928237056,262.797480442414,-39.84528197323427,,,,,,,,49.741436,20.520153,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961659767928915072,262.7892722511205,-39.84529992893221,,,,,,,,60.42816,19.990297,,2.087609,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961659767929008640,262.79511050103275,-39.84510896408052,,,,,,,,31.446518,20.748878,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961659767948027008,262.79543763816287,-39.854038735270365,,,,,,,,36.452747,20.149248,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
5961659767948027904,262.79280581032174,-39.850772242699925,,,,,,,,83.142395,20.195503,10.010642,4.737864,2.025053,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
