source_id,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux_over_error,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
4041577935076352896,267.73242622293714,-34.618045483808196,0.0903855293139433,0.077851065,-5.340470659885036,0.08320494,-6.427470239356021,0.051742166,1.1074743,1468.4376,16.77002,45.62167,135.47578,2.1420689,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4781.3145,4.1235,0.7766,1241.6199,2.5211,1.8207,0.9618
4041577935097984640,267.7311380786183,-34.62585748584403,0.04416395678843737,0.42270914,2.616841342843734,0.50277966,-5.3469508986953596,0.32673565,1.9690701,205.79526,18.900553,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935097989120,267.7312614663036,-34.62108025563294,-0.28433854886053334,0.19361366,-1.8739799624848104,0.21848132,-8.337688586964122,0.13270131,1.1390105,529.67316,18.40622,13.031576,38.14331,1.7149048,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,3963.8035,4.8558,-0.9068,707.4576,0.8302,0.5891,0.3217
4041577935098017152,267.7340071741825,-34.62718536065183,-0.1441406076291811,0.07614647,-3.2801724939032932,0.08000184,-5.257252428384566,0.051378958,1.0940799,536.6359,16.841717,31.393278,37.17657,2.0112534,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
4041577935098056960,267.7397008316036,-34.62392946665673,-0.9023849946798452,0.4034316,-3.4954459344798225,0.44517633,-0.7278704830183251,0.29870474,1.5581369,272.91116,19.019737,13.948034,17.03346,1.5742989,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935098057472,267.73927236330786,-34.62060052927869,0.08954097638315604,0.046814572,-2.893811660196139,0.051691916,-6.853562635339926,0.031853236,0.9794667,1494.3137,15.959292,67.270706,156.4699,2.4654207,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4859.6045,2.5947,-0.37,3757.572,3.6814,2.6165,1.4304
4041577935111716992,267.7422447686601,-34.620963386199094,0.07546434511519981,0.29725605,-0.7014756723400047,0.39915267,-3.5672743256096346,0.22672014,1.0638559,364.01132,19.029644,12.675035,21.297314,1.8096771,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935111718272,267.7331034653331,-34.62015915136712,-0.08252297888006209,0.13892858,-4.189680269683276,0.15402804,-6.573704425214926,0.09828028,1.0290802,317.12234,18.081924,13.171664,32.076023,2.0060024,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
4041577935137961216,267.7304888583428,-34.625980334675454,0.15153580839749234,0.092453554,-6.311072535373234,0.105994426,-5.561928429644484,0.066952154,1.1084862,1124.6643,17.313406,30.850897,89.51741,2.0726662,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4803.6724,4.4417,0.7213,1036.8281,2.302,1.6741,0.8833
4041577935137961728,267.7368091490828,-34.62445057216563,0.23000312937829256,0.07578428,0.12215959876314905,0.08431908,-5.653503154602793,0.054001693,1.1130612,642.8536,16.725714,42.381588,112.80945,1.8086433,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5754.611,4.2011,-2.4824,1277.2798,2.4909,1.9229,1.074
4041577935137972480,267.73417445274976,-34.619142601944354,1.4067346106152263,0.2179534,0.0428353769823835,0.2359067,-0.5349774931628131,0.15044461,1.846376,408.15884,17.740902,42.69255,77.29396,1.5630322,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
4041577935137972608,267.7350606524074,-34.624316873282744,0.23588616846257066,0.1055485,-0.3686629365416603,0.12071366,-0.6820568046860098,0.076361515,1.0545212,1007.2069,17.606922,24.559347,40.691036,1.5232716,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4818.6377,4.6146,0.2874,1480.1508,0.7673,0.5845,0.306
4041577935137974144,267.7405818266966,-34.61796926072682,-0.11602558310508858,0.11393162,-0.6457626433876047,0.12852153,-7.979469752592669,0.08494434,1.057287,824.41815,17.63524,22.55526,44.67621,1.9977283,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4725.02,4.5025,0.7445,1116.4412,1.945,1.4191,0.747
4041577935137974400,267.74132431927,-34.62244668510663,0.4176805705720381,0.1348847,0.37414262025740697,0.15606007,-5.279295905388924,0.09793453,1.220739,714.62683,17.650023,37.167786,42.84394,0.94672394,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,5983.0312,4.6104,-3.7993,2238.9934,0.461,0.3886,0.2152
4041577935137975168,267.743924929592,-34.621024540268074,0.022386880608596667,0.10976159,-1.749680040017286,0.13307385,-5.047040233413625,0.088674024,0.9891862,584.08734,17.61311,35.972908,60.43322,1.8073235,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4116.774,4.1696,-1.6852,918.2505,1.124,0.8128,0.4419
4041577935138000128,267.7296979623955,-34.62490577306373,-0.04096255694405207,0.43155336,-2.2035678879624188,0.45680436,-6.692134325684549,0.3004188,1.7051545,196.82863,18.950766,9.405251,11.92368,1.5587215,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935138001408,267.73152926776504,-34.62692021974216,-0.24821429515896817,0.27932596,-1.707833716753683,0.3087187,-3.95037591727388,0.18563628,1.2260917,294.4468,18.775053,14.405057,30.42415,1.5835571,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935138001536,267.73227860299653,-34.61938205830781,0.7642170790914158,0.19306998,0.9674349913452716,0.21289942,-5.755629729204886,0.13906936,1.0768361,511.12766,18.475693,7.678085,20.14578,1.7397442,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3941.4773,5.0104,-1.3299,649.7322,0.01,0.0072,0.0039
4041577935138001920,267.7327822316534,-34.625331489501185,-0.3970619972741467,0.31200507,-10.537327696962867,0.371059,-10.850988140105892,0.2703644,1.3870417,144.66557,18.56296,3.9125345,2.3653376,1.7172375,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935138003072,267.73383866534533,-34.626437227528676,-0.4644806783668596,0.23008549,1.7053831724256623,0.24523476,-1.320807268447446,0.15830007,1.3181759,424.15433,18.192167,15.005312,20.717188,1.5012913,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
4041577935138003456,267.7345993945686,-34.617256365566476,0.35633648666699963,0.25788757,-3.9221534138219836,0.2759308,-4.775752735198423,0.17697826,1.1998152,463.60522,18.608732,6.625578,19.266237,2.0361614,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935138003968,267.7353198384646,-34.62502578371792,3.8370123623972185,0.607399,-2.9887855113000645,0.6761883,2.106252671397866,0.4335005,2.6208968,117.309044,18.924677,3.4142253,12.113118,0.8939152,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935138004352,267.73572642379884,-34.61644339986757,-0.2222861906444569,0.46205875,-4.854451571368776,0.48747474,-6.674665077960711,0.31848684,1.7841824,225.71788,18.736357,9.209333,21.286772,1.7969475,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935138005632,267.7378548791819,-34.6265513041225,0.46671434245295085,0.25135663,-0.7009930617340872,0.28274253,1.7975536394398384,0.18939199,1.1593697,398.15485,18.754103,13.168126,11.203242,1.5309582,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,4213.533,4.909,-1.4191,915.5344,0.5616,0.4155,0.2236
4041577935138006528,267.739698864982,-34.61802737520378,0.46295622330898395,0.1827983,-1.8614840141244178,0.21831481,-4.938790642397986,0.13971469,1.0964968,479.0007,18.429949,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935138007424,267.74107474481815,-34.617905133528325,1.3504810611496472,0.36820954,-1.859608064393398,0.45079833,-0.28313447208302756,0.29933086,1.480165,233.28946,18.738098,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935138007936,267.7420629497914,-34.62263826211471,1.0410149786479708,0.38411376,-0.12094192128600098,0.44390973,-0.8791209794639133,0.32328883,1.094297,226.13889,19.104105,4.3594704,10.438075,1.3997498,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935138061824,267.7265054462768,-34.62382670479466,,,,,,,,114.649635,19.833876,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935138063488,267.7270222037327,-34.62496370297889,,,,,,,,79.1368,19.76134,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935138067328,267.72875887992706,-34.62230944002807,0.7115149552365834,1.1214471,-1.6781975136502847,1.0320479,-7.476289438737441,0.78516775,1.4597536,100.89952,19.615107,,2.4713516,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935138067840,267.72917838918113,-34.624923238562296,-0.5614343024056702,0.30348304,0.9664463158899406,0.34832054,-6.193103895529418,0.23984613,1.0895034,260.8856,19.05299,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935138067968,267.7291836296498,-34.62616099302818,,,,,,,,62.024395,19.836512,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935138068736,267.72964188478755,-34.626300697941545,,,,,,,,35.17145,19.855406,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935138070144,267.73044479453097,-34.62761601915508,,,,,,,,26.445538,20.02957,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935138070272,267.7309079208763,-34.62435794792571,-1.1766058421114973,0.6817702,-1.1787018564886258,0.590512,-6.880266310717456,0.45587465,1.2716395,103.50296,19.355526,4.674389,1225.2524,1.3164253,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935138070528,267.73051937366074,-34.62652014932901,-0.9458217770504046,0.50154215,-8.789563873154151,0.5957704,-6.007543591988608,0.40645605,1.2644153,127.26152,19.425518,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935138071296,267.7313051844422,-34.62369306164545,0.9781183326643395,0.23351571,-2.7261552756962137,0.2598821,-1.5236604741418318,0.16747718,1.2552546,246.03162,18.64781,14.207394,26.234406,1.4887524,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3909.2244,4.6002,-2.8527,658.6115,0.1088,0.0798,0.0431
4041577935138073344,267.7316970136691,-34.62242525468652,,,,,,,,29.671879,19.755629,5.9353943,8.271444,3.6932793,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935138073856,267.7317500823535,-34.62418805879577,,,,,,,,107.86147,19.77971,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935138073984,267.73198152742714,-34.62386544440809,-2.6900492740768485,0.9635614,-3.870750165950185,1.0720022,-8.8485040404587,0.66405314,2.1141253,96.55921,19.472145,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935138075904,267.733110296233,-34.61793851682277,-3.8000180356977764,0.5047532,-2.792824152571773,0.557212,-11.735570765254435,0.33882472,1.2382442,132.34213,19.219568,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935138076928,267.7338820889517,-34.62514287923208,-0.3438813818819915,0.3685175,0.5189762322736436,0.38921708,-5.932781743396418,0.25690156,1.032691,325.32422,19.304869,8.470935,8.790369,1.3317566,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4041577935138078848,267.73526315958554,-34.62197042307682,,,,,,,,93.25393,19.295237,7.581999,14.074287,1.6835117,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
