source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
4063973101452141056,270.44256910947877,-26.84299513678383,0.7570258696154806,0.4290552128157368,-2.2233735448258938,1.0184193,20.31413,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063973101452142720,270.43929819471487,-26.844484312607925,1.0447607441640994,-9.749809643112568,-14.436166400173317,1.1685343,20.32648,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063221001167738752,270.43778419514564,-26.863127982275813,,,,,20.450584,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063221001167738880,270.43799173159033,-26.86270937245629,0.8409516366965724,-1.4048026244404839,-9.190247126171878,2.1440647,18.84564,3.5396385,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3860.7258,4.7376,-0.3065,278.2947,4.9094,3.1171,1.7991
4063222474340027520,270.4397529721133,-26.861158605626684,0.5446228635723929,-2.167796101181048,-3.8807914897222906,1.0988299,18.1225,1.9651985,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4207.1562,4.42,-2.0745,743.5374,1.4827,1.0693,0.5838
4063973165913815424,270.4318599524339,-26.84031000981356,0.5987021866832268,-1.2030822106370611,-1.0074760903372333,1.0511434,20.438486,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063973204603942912,270.4389886708677,-26.833394590031038,0.15850375685191664,-5.293381873224161,-3.0709942555628302,0.9619642,17.1847,4.8657303,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
4063973440791850496,270.40530662454796,-26.811585946678722,-0.06001623855116954,-2.282542835040116,-7.685669278535011,1.0041965,19.523941,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063973440791851264,270.40630069659284,-26.826395025311584,-0.06266381123994753,-3.4986117309828724,-8.53319233858332,1.1958556,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063973440791851520,270.40632179255425,-26.822936694120127,0.9198182567813727,-0.05502154673864056,-2.315124527976178,1.0568758,19.67849,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971654085286272,270.4119647953065,-26.85867282133518,,,,,20.785627,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971898864050688,270.41490192633626,-26.84073201986721,,,,,20.166409,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971589628990336,270.4115037755863,-26.86957191210175,,,,,20.727558,2.128725,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971589628992512,270.4134415500724,-26.869337058599847,,,,,20.487213,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971589628995200,270.4135606497704,-26.871044627292598,,,,,20.912846,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971589628996608,270.41679814733425,-26.86932975871715,,,,,20.843653,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971589628998528,270.42033418632434,-26.867870324620608,,,,,20.727947,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971589629001088,270.4180043631209,-26.871928681244786,,,,,20.723982,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971589629007872,270.42669293669354,-26.870189489830018,,,,,20.86522,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971589629065344,270.41840980989076,-26.862195048788475,,,,,20.741304,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971864506392704,270.4006091120667,-26.854458503498318,0.3179736384851046,-1.309044488802474,-8.006190575375733,0.97532445,20.529663,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971864506987264,270.39829532080523,-26.850757682551897,,,,,20.601503,3.4430695,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971864506988672,270.39746907965144,-26.84797975854417,,,,,20.900503,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971864506991488,270.3927013758348,-26.847653631580535,,,,,20.892384,1.8894444,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971894603379840,270.4056914653273,-26.83982730118872,-0.8576178552821909,-1.663867157138595,-3.045116938528422,1.388041,18.852032,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971486548478592,270.4081758719061,-26.872844752990037,-0.4239496247201241,10.193705314114856,4.887198249880051,1.2164009,20.259615,2.308754,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971967585588224,270.4015713479897,-26.82655637911744,0.7623006634797824,-4.465199562100064,-8.136782784783424,1.1967676,20.546143,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971967585589376,270.4016683763622,-26.82860748298623,,,,,20.707066,2.4135075,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971550960368768,270.3935247126145,-26.867624581432935,0.41154618000375265,-0.5588773205252257,-1.472833466545751,0.9405353,17.678907,2.5851498,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4695.423,4.2415,-1.3935,730.4355,3.8605,2.7179,1.5147
4063971550960371328,270.4000056204618,-26.86696591495181,0.33544620916884005,4.360708711902635,-1.3184925399358227,0.90896845,15.682227,3.0934467,-18.918715,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
4063971550964486784,270.39004121040034,-26.86667280090287,-0.12870693927541016,-2.1376065962312447,-1.4805190927127025,0.9670761,18.262505,4.5692577,,"VARIABLE",0,false,false,false,true,false,true,false,4594.4634,3.0397,0.357,1172.1459,8.9223,5.6143,3.1813
4063971550964491648,270.39595603820175,-26.866198992624717,0.11532770110718304,-4.372889207148885,-11.010979302175764,0.91313183,17.855057,4.171072,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4682.0894,3.1447,0.2002,1005.9013,8.2964,5.2761,2.9783
4063971550964492032,270.39605777111603,-26.863381936698318,0.4693190887018008,-3.4448558748315197,-6.845021308644433,0.97536606,18.635817,3.8909626,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3747.0066,4.0481,-0.7246,429.6061,5.7371,3.5978,2.0653
4063971967585589760,270.39640881674933,-26.83354453328164,,,,,20.727057,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971550964493696,270.3978479243498,-26.869185076766403,-0.24848440070091152,-5.580102418089809,-3.728352614604131,1.0726397,19.067654,3.929327,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971550964493952,270.3979148486094,-26.86545489515677,0.1767173488521941,-0.22353475388971994,-0.8290076049862274,0.9003561,18.53989,3.9080582,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,4814.4653,3.6777,0.2679,987.7359,7.6027,4.9499,2.7806
4063971550964496384,270.4006731563881,-26.868622703714156,0.34393563860401405,-6.09318150706151,-4.34276670593463,1.0440973,17.927443,4.3100243,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4181.638,2.7004,-0.461,876.3142,8.6808,5.3736,3.1038
4063971550964498048,270.40285572298575,-26.86888955076875,-0.5437064216561686,-2.1134989660379753,-10.663507025053105,0.9537916,19.751648,4.3900948,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971550978893568,270.3970955034755,-26.865830259857542,0.7833412596760349,1.014175097753126,-1.6796443124243448,0.9553912,19.056147,3.1687908,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971551005968640,270.3952665297845,-26.86656249633495,-0.011147434032028947,1.102645673895854,-5.7931426436030335,0.9326106,18.276722,4.320944,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4532.696,3.1348,0.5911,930.4857,9.0229,5.641,3.1946
