source_id,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux_over_error,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
4039968078323216384,267.5258891372736,-37.05771542205438,,,,,,,,54.49683,19.396278,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4039968078323216640,267.52592805211106,-37.05818680470969,,,,,,,,104.8099,19.536123,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4039968078323217792,267.52618980289304,-37.05064949422074,,,,,,,,89.688995,19.538397,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4039968078323218048,267.526441014249,-37.055727143976384,,,,,,,,76.90692,19.765186,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4039968078323219584,267.5274804749904,-37.056163281684555,,,,,,,,92.10073,19.270058,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4039968078323220096,267.52782568272943,-37.05297680708413,,,,,,,,23.546654,19.888565,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4039968078323314688,267.52227004958286,-37.04989963332971,,,,,,,,33.049553,20.104362,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4039967631647050880,267.52924462658524,-37.0669719686788,,,,,,,,63.281654,19.64014,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4039968151344005376,267.5560834322298,-37.04512714954355,,,,,,,,53.47868,17.222086,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4039968013864064640,267.5408169728141,-37.07136854113659,,,,,,,,106.31415,17.606443,27.663544,1184.1823,1.7326231,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4039967292397648512,267.5593618088887,-37.06734029570014,-0.232640429958817,0.24040574,-2.384495825988705,0.289248,-6.107775483479154,0.20236412,2.2217565,202.76553,17.65667,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4039967292397649536,267.5555647078133,-37.068776983475274,,,,,,,,26.97788,19.516245,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4039967292397650048,267.56624149317537,-37.060014981245814,,,,,,,,372.553,17.48771,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4039967395388662016,267.56380117116464,-37.052448134101816,-0.042354855551826956,0.23966506,-1.8771709200515883,0.24555683,-5.794534600291435,0.17493814,6.104386,226.53737,15.30993,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4039967395388739456,267.5613707117234,-37.05191878452832,,,,,,,,23.610573,16.420998,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4039967395388739968,267.5608110051466,-37.05218497817891,-0.19109113507951686,0.62180513,-2.6546542857480238,0.5681894,-10.489916843003146,0.41370764,2.5008874,100.19931,16.092041,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4039967395388741120,267.56200481654867,-37.051677884363066,,,,,,,,69.48461,16.399904,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4039967635948103936,267.52529036005774,-37.06670291555008,-4.199411030165006,1.1004972,4.881145354684333,1.133594,-2.020369797529453,0.67397356,1.6941648,73.07398,19.199938,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4039968013864065280,267.5429446629639,-37.06956550244184,0.545054306842286,0.6355884,-5.06539857373538,0.75722176,-7.569500050857742,0.47326663,1.3597322,157.94417,19.220211,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4039968013864076544,267.5405006585284,-37.070630264165025,,,,,,,,103.565704,19.227665,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4039968013864081280,267.54877026348424,-37.062346831518475,,,,,,,,26.031265,18.75596,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4039968013864085760,267.53779996400993,-37.071311896737775,-0.5802912775937197,0.121290416,-2.1733821635635513,0.14442146,-5.474733598960919,0.13001657,1.5058495,435.92972,16.999573,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4039968013864085888,267.53748745180303,-37.070928666526775,,,,,,,,109.889755,19.02245,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
