source_id,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux_over_error,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
4063973101452141056,270.44256910947877,-26.84299513678383,0.7570258696154806,0.88705045,0.4290552128157368,1.3862996,-2.2233735448258938,1.0776051,1.0184193,109.11091,20.31413,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063973101452142720,270.43929819471487,-26.844484312607925,1.0447607441640994,1.0475533,-9.749809643112568,1.7000848,-14.436166400173317,1.1304916,1.1685343,75.91766,20.32648,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063221001167738752,270.43778419514564,-26.863127982275813,,,,,,,,73.164536,20.450584,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063221001167738880,270.43799173159033,-26.86270937245629,0.8409516366965724,0.49474126,-1.4048026244404839,0.5874733,-9.190247126171878,0.42009884,2.1440647,192.7871,18.84564,7.8863893,25.969772,3.5396385,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3860.7258,4.7376,-0.3065,278.2947,4.9094,3.1171,1.7991
4063222474340027520,270.4397529721133,-26.861158605626684,0.5446228635723929,0.15244205,-2.167796101181048,0.18625037,-3.8807914897222906,0.13182248,1.0988299,669.464,18.1225,37.104225,60.807762,1.9651985,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4207.1562,4.42,-2.0745,743.5374,1.4827,1.0693,0.5838
4063973165913815424,270.4318599524339,-26.84031000981356,0.5987021866832268,1.1134489,-1.2030822106370611,2.1019392,-1.0074760903372333,1.5287771,1.0511434,67.80214,20.438486,,18.83648,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063973204603942912,270.4389886708677,-26.833394590031038,0.15850375685191664,0.09892884,-5.293381873224161,0.1128478,-3.0709942555628302,0.0797666,0.9619642,556.6807,17.1847,12.702281,252.79686,4.8657303,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
4063973440791850496,270.40530662454796,-26.811585946678722,-0.06001623855116954,0.42100513,-2.282542835040116,0.5116573,-7.685669278535011,0.35935044,1.0041965,134.53983,19.523941,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063973440791851264,270.40630069659284,-26.826395025311584,-0.06266381123994753,0.4079161,-3.4986117309828724,0.5057564,-8.53319233858332,0.35338193,1.1958556,,,,22.824087,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063973440791851520,270.40632179255425,-26.822936694120127,0.9198182567813727,0.7574633,-0.05502154673864056,0.91294175,-2.315124527976178,0.5049028,1.0568758,159.20703,19.67849,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971654085286272,270.4119647953065,-26.85867282133518,,,,,,,,68.42932,20.785627,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971898864050688,270.41490192633626,-26.84073201986721,,,,,,,,59.45824,20.166409,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971589628990336,270.4115037755863,-26.86957191210175,,,,,,,,62.30872,20.727558,1.087497,7.2818265,2.128725,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971589628992512,270.4134415500724,-26.869337058599847,,,,,,,,91.029785,20.487213,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971589628995200,270.4135606497704,-26.871044627292598,,,,,,,,39.180008,20.912846,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971589628996608,270.41679814733425,-26.86932975871715,,,,,,,,66.53556,20.843653,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971589628998528,270.42033418632434,-26.867870324620608,,,,,,,,41.158318,20.727947,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971589629001088,270.4180043631209,-26.871928681244786,,,,,,,,32.32881,20.723982,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971589629007872,270.42669293669354,-26.870189489830018,,,,,,,,47.15869,20.86522,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971589629065344,270.41840980989076,-26.862195048788475,,,,,,,,62.409683,20.741304,,8.561615,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971864506392704,270.4006091120667,-26.854458503498318,0.3179736384851046,0.86527467,-1.309044488802474,1.6098043,-8.006190575375733,1.1606852,0.97532445,96.4033,20.529663,,85.425766,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971864506987264,270.39829532080523,-26.850757682551897,,,,,,,,76.04121,20.601503,4.417235,7.5126524,3.4430695,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4063971864506988672,270.39746907965144,-26.84797975854417,,,,,,,,43.707085,20.900503,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
