# Binary systems ID's begin with a '2'
ID Gmag (G_BPmag-G_RPmag) e_Gmag e_(G_BPmag-G_RPmag) M_ini1 M_ini2
20 18.30272641351845 1.921784858205696 0.0020107772587453963 0.03896249136055077 0.5227029217057483 0.515286329769218
11 11.6128277628644 1.87795644324352 0.0004541807133460155 0.00754524706394833 0.9383990520400555 0.0
22 17.657658279358195 1.6821264185479134 0.0013938999225223318 0.023367006284531335 0.5954819284629815 0.42600304283795404
13 16.976056860934456 1.267982553407731 0.0010040599570789272 0.015202748471830592 0.6815218575729262 0.0
14 17.969752559102616 1.5997089144715402 0.001654063857042325 0.029595820512196367 0.5944968600356393 0.0
15 16.840792737389908 1.214793232861453 0.0009483541479804614 0.014174510098852226 0.6940325807872303 0.0
16 15.670921824930746 0.9886324867067006 0.0006481863303316254 0.009440349316676559 0.8066105247004727 0.0
17 17.474801881186917 1.4095711860849922 0.0012683281107767448 0.020569519578431956 0.636508129395388 0.0
18 15.554343046013525 0.9692115914725771 0.0006306405156031517 0.009216631257543174 0.8154234332217026 0.0
19 15.320568315275688 0.9470092030727159 0.000599900296258911 0.008843458565840234 0.8362805269833863 0.0
210 14.706512772577597 0.9418986546467472 0.0005413365098024124 0.008209109259177188 0.8801102091826059 0.36900255156822975
211 13.702383446207131 1.7563021007100332 0.0004894419373012577 0.007756829290321896 0.9438777557814728 0.24484774588988872
212 15.854042712518591 1.0775699638591063 0.0006791647146332333 0.00985277938463082 0.776025786676304 0.28979296325898735
113 17.32210346452897 1.360266308569117 0.0011763023607036475 0.018615665168301633 0.6501566770523743 0.0
114 18.204098356506744 1.6716105605324114 0.001895343617413197 0.035835234532505526 0.5747016772055572 0.0
115 16.536279383770363 1.6073606214046918 0.0008424383333059747 0.012335418283718105 0.9512149879506786 0.0
116 17.37408009079165 1.3849796087747974 0.001206409502810609 0.01924548178345755 0.6455806969447091 0.0
117 17.194360012919795 1.340257604208825 0.0011072726495510977 0.01720776700020591 0.6629077127807836 0.0
218 18.20262550443112 1.739342857567656 0.0018936859353047319 0.035790972026415194 0.5642251316284318 0.31325663092088196
219 16.677398750481625 1.2517176474342073 0.0008884203034348771 0.013114194927257558 0.6994565811782392 0.23281509669521916
220 18.318939488290166 1.8562282086143167 0.0020306137010783435 0.03950865486870378 0.5442445156306643 0.345835425375548
221 16.216376319400347 1.1134350534510757 0.0007551090686675579 0.010948044904156923 0.7510247857157958 0.21315394089223869
222 16.67019199258853 1.3459419035165296 0.0008859479498798283 0.013071532362835963 0.674041858472457 0.4240087799160202
123 15.993599844001634 1.0400274044031128 0.0007059159797865085 0.010225601274337592 0.775104229716421 0.0
224 16.397993665746156 1.175539505446652 0.0008020139428286527 0.011677541819225687 0.7268323684869096 0.44799549929587057
225 15.95867106351761 1.0953423641509812 0.0006989461258036366 0.010127043231209306 0.7628125686870785 0.431969596409548
226 16.69050971195507 1.2764346362145336 0.0008929538011915161 0.013192651652340074 0.6964300976615413 0.34129677287728477
227 16.255273651655607 1.0844376801462772 0.0007646055978566945 0.011092664165469316 0.7482527816663784 0.23410119807734836
128 18.404546383105163 1.7157464763325811 0.0021395964742782795 0.042553704979390004 0.5575491848571335 0.0
129 14.271235467967985 1.153348127145725 0.0005138475457521891 0.00795380686428769 0.9119578608274793 0.0
230 17.563158682253338 1.5809278164273244 0.0013267806464255724 0.021853561079391043 0.6084107489560655 0.1733421930416693
231 18.348613195980082 1.9036112402517957 0.0020675723851916166 0.040532950289152894 0.5157720787827933 0.48539526501583335
232 18.204339405218317 1.8717238142153263 0.0018956150962547856 0.035842485182492764 0.5211850659819112 0.5132365992261329
233 14.747137845355821 0.9430639784211851 0.0005444084064201172 0.008239519487269241 0.8771127439264235 0.528088189799372
234 16.82900015473422 1.2849878577853713 0.0009437692983095292 0.014091671691279846 0.6855338617909221 0.4339265199468434
135 18.226309971267344 1.6165485139593405 0.0019205739154256973 0.036511208093252444 0.5725516253917979 0.0
136 16.041227674233514 1.029994093606793 0.0007157297752005371 0.010366022267237394 0.7704008368973323 0.0
137 18.271477001229314 1.6594797033017643 0.0019732417132590644 0.037935972870051564 0.568876521894216 0.0
238 16.451672621435062 1.267953267950631 0.0008171922249880198 0.011921505698717583 0.7120601604779928 0.4861289491488876
139 17.087199815045448 1.2872280058377243 0.0010544210838728913 0.01616547766949822 0.6712592039570013 0.0
140 15.024812743101663 0.915656019311267 0.0005682128975005485 0.00848652996346637 0.860633635753618 0.0
141 18.214018310735224 1.6612966973081158 0.0019065579754620214 0.03613516196125734 0.5738057974789718 0.0
142 18.064889173656315 1.6192408985466527 0.0017467534467519536 0.03194324022266581 0.5863824804138686 0.0
143 16.719941758737942 1.2093860651096102 0.0009033005158514303 0.013372805095403797 0.7070470509626668 0.0
244 16.036922970195246 1.1697916974426994 0.0007148277844573486 0.01035303670280484 0.7447593287596227 0.6475147978334473
245 18.350509889270782 1.8364575064397775 0.0020699638119042888 0.04059952574481813 0.5413521500237851 0.2688542532071003
146 16.262858029492005 1.0894475287543193 0.0007664909351123449 0.011121565460248013 0.7496500474917401 0.0
247 16.64541193930717 1.2097839365245648 0.0008775517276218571 0.012927306492564003 0.7094887699743486 0.1742322011061359
