# 
# Subset of stars selected as members
# M1: primary mass
# M2: secondary mass (if binary system)
# P_binar: binary probability
# 
ID Mag Col M1 M1_std M2 M2_std P_binar
42904 17.19397 1.31132 0.67189 0.06526 0.31595 0.14005 0.50
47622 18.18034 1.16683 0.60082 0.08436 0.22193 0.11193 0.44
38166 18.62554 0.91560 0.57008 0.09492 0.20755 0.10638 0.47
44905 16.91523 1.28995 0.69616 0.06669 0.37222 0.15019 0.55
47559 16.93480 1.35383 0.69588 0.07080 0.40836 0.15112 0.60
30265 17.56705 0.86621 0.65108 0.06824 0.21888 0.10935 0.47
44936 18.21842 1.31592 0.59460 0.08435 0.22724 0.11155 0.40
30994 18.31632 1.29877 0.58862 0.08884 0.22180 0.10670 0.40
42443 18.43022 1.27124 0.57885 0.09062 0.21863 0.10823 0.42
30338 18.50842 1.20613 0.57461 0.09481 0.21309 0.10929 0.44
34373 14.43162 2.93794 0.92653 0.08587 0.52395 0.19535 0.49
49094 17.04525 1.34724 0.68516 0.06838 0.37052 0.15385 0.56
42371 17.47267 1.22073 0.65117 0.06609 0.24844 0.11620 0.40
32593 17.67107 1.28189 0.63483 0.06759 0.24891 0.11626 0.40
32430 18.15220 1.12501 0.60432 0.08479 0.22084 0.11368 0.45
47410 12.89853 1.67451 0.93040 0.08175 0.51283 0.21280 0.48
33925 16.72903 1.36170 0.72007 0.07967 0.46853 0.15202 0.64
37254 17.16675 1.34140 0.67467 0.06715 0.33874 0.14421 0.52
33036 17.33127 1.36092 0.66057 0.06659 0.32142 0.13780 0.50
44778 18.27630 1.25143 0.59233 0.08839 0.21726 0.10881 0.42
28691 18.51785 1.33525 0.57161 0.09476 0.21859 0.11058 0.40
27199 18.52856 1.22493 0.57273 0.09539 0.21216 0.11021 0.43
33898 13.29844 1.62772 0.92959 0.08144 0.50371 0.20757 0.48
49511 17.40389 0.86457 0.66368 0.06617 0.21565 0.10911 0.47
42713 17.41360 1.33105 0.65406 0.06573 0.29261 0.13169 0.47
57843 17.56206 1.35449 0.64196 0.06614 0.28151 0.12473 0.45
50001 17.81257 1.30167 0.62535 0.07365 0.24683 0.11344 0.40
47172 17.90258 1.35097 0.61759 0.07508 0.24227 0.11561 0.40
43825 14.20787 1.65706 0.92532 0.08329 0.51419 0.19664 0.47
46025 14.46306 2.93566 0.92603 0.08652 0.52812 0.19507 0.49
28682 15.34188 1.36891 0.86611 0.08349 0.64792 0.14283 0.56
48731 16.06248 1.65291 0.82097 0.09874 0.60185 0.12711 0.49
32888 16.52420 1.36761 0.75002 0.08892 0.52473 0.13393 0.66
34094 17.00383 1.36287 0.69008 0.07124 0.39606 0.15169 0.58
30983 17.78372 1.33813 0.62715 0.07321 0.25812 0.11813 0.41
42815 18.21792 1.28534 0.59526 0.08445 0.22367 0.11238 0.41
49183 18.33021 1.32673 0.58620 0.08731 0.22459 0.10703 0.40
48616 18.58697 1.17875 0.56780 0.09448 0.21216 0.10990 0.44
41073 15.37973 1.63648 0.87115 0.08842 0.62922 0.16189 0.48
49649 15.55252 1.66845 0.85869 0.08959 0.61947 0.15088 0.48
46852 15.55857 1.64877 0.85853 0.08959 0.62115 0.14966 0.48
42268 15.91996 1.64711 0.83173 0.09523 0.61084 0.13531 0.49
31530 15.97539 1.65417 0.82797 0.09678 0.60837 0.13309 0.49
42186 16.03880 1.64375 0.82227 0.09788 0.60245 0.13098 0.49
45218 16.07728 1.63556 0.81984 0.09883 0.60059 0.12622 0.50
42260 16.08348 1.64137 0.81930 0.09912 0.59926 0.12748 0.49
45196 16.10983 1.65991 0.81771 0.10027 0.59825 0.12698 0.49
68017 16.26352 1.64773 0.80408 0.10297 0.58679 0.12057 0.51
44660 16.37767 1.64725 0.79280 0.10490 0.57511 0.11659 0.51
31946 16.43268 1.65197 0.78782 0.10636 0.57283 0.11507 0.52
27719 16.69006 1.37169 0.72799 0.08401 0.48219 0.14775 0.65
48457 16.70542 1.36771 0.72486 0.08243 0.47678 0.15107 0.64
48455 16.88510 1.65266 0.74044 0.11201 0.52362 0.11745 0.58
43976 16.99639 1.63836 0.72339 0.10832 0.50710 0.12190 0.60
33584 17.06760 1.64612 0.71688 0.10964 0.49221 0.12562 0.61
31246 17.07124 1.36444 0.68316 0.06903 0.37648 0.15024 0.57
31300 17.08213 1.66018 0.71580 0.11029 0.49180 0.12416 0.61
42441 17.15338 1.63416 0.70897 0.11025 0.47672 0.12466 0.62
49141 17.17510 1.64920 0.70655 0.11037 0.47310 0.12529 0.62
51817 17.20533 1.63744 0.70297 0.10921 0.46950 0.12524 0.62
33081 17.38969 1.65094 0.68445 0.10922 0.43013 0.13083 0.62
27013 17.45491 1.64894 0.67723 0.10800 0.41567 0.13019 0.61
47683 17.48082 1.64195 0.67351 0.10660 0.40978 0.13289 0.61
37205 18.13688 1.35401 0.60005 0.08098 0.23686 0.11265 0.39
57703 18.51417 1.32181 0.57210 0.09488 0.21785 0.10991 0.41
46635 15.68340 1.66054 0.84923 0.09096 0.62151 0.14095 0.48
43343 15.82265 1.62826 0.83853 0.09301 0.61998 0.13569 0.49
32483 15.92881 1.62923 0.83069 0.09511 0.61245 0.13307 0.50
28327 16.09328 1.63528 0.81855 0.09923 0.59969 0.12453 0.50
46693 16.09850 1.62445 0.81715 0.09886 0.59998 0.12418 0.50
48938 16.19440 1.62006 0.80952 0.10101 0.59071 0.12510 0.50
43008 16.20443 1.61978 0.80871 0.10121 0.59046 0.12414 0.51
45216 16.27201 1.62589 0.80259 0.10261 0.58638 0.12096 0.52
33010 16.30560 1.66311 0.80024 0.10406 0.58201 0.12005 0.51
34489 16.30983 1.62702 0.79852 0.10287 0.58256 0.11865 0.52
41271 16.34087 1.62237 0.79552 0.10332 0.57917 0.11669 0.52
44583 16.47398 1.65963 0.78450 0.10741 0.56857 0.11542 0.52
44983 16.50652 1.62148 0.78049 0.10650 0.56863 0.11411 0.53
48970 16.58122 1.61932 0.77196 0.10715 0.56151 0.11840 0.54
46029 16.61749 1.62362 0.76867 0.10795 0.55702 0.11689 0.55
33344 16.63376 1.61814 0.76699 0.10800 0.55504 0.11631 0.55
42255 16.73570 1.62433 0.75697 0.10970 0.54506 0.11757 0.57
43828 16.76598 1.65860 0.75463 0.11135 0.54130 0.11720 0.56
47796 16.78243 1.62021 0.75119 0.10982 0.53848 0.11646 0.58
45278 16.81350 1.64464 0.74846 0.11096 0.53065 0.11805 0.57
42279 16.85203 1.66357 0.74518 0.11230 0.52737 0.11567 0.57
33067 16.96374 1.66862 0.73196 0.11248 0.51668 0.11786 0.58
30955 17.14673 1.63404 0.70961 0.11015 0.47754 0.12521 0.62
38317 17.16897 1.62841 0.70604 0.10873 0.47018 0.12604 0.62
47098 17.17433 1.65921 0.70668 0.11061 0.47758 0.12426 0.62
47446 17.24562 1.63715 0.69767 0.10794 0.46008 0.12747 0.62
45692 17.25097 1.65089 0.69806 0.10932 0.46018 0.12858 0.62
49692 17.27175 1.62973 0.69555 0.10841 0.45233 0.13026 0.62
30152 17.28635 1.64890 0.69480 0.10942 0.45455 0.12722 0.62
47520 17.34023 1.62626 0.68781 0.10734 0.43772 0.12897 0.62
27578 17.36325 1.63387 0.68568 0.10752 0.43166 0.13099 0.62
49546 17.36443 1.65417 0.68694 0.10941 0.44018 0.12711 0.62
66979 17.37054 1.61789 0.68338 0.10551 0.42636 0.13176 0.62
33077 17.43386 1.65878 0.68003 0.10913 0.42504 0.13068 0.62
31371 17.45850 1.63306 0.67564 0.10631 0.41182 0.12899 0.61
27711 17.46553 1.65209 0.67646 0.10815 0.41387 0.13168 0.61
29370 17.50917 1.63366 0.66948 0.10481 0.40163 0.13564 0.60
32326 17.53828 1.63425 0.66501 0.10294 0.39636 0.13426 0.60
50156 17.68534 1.64620 0.64972 0.10101 0.37837 0.12747 0.57
31397 17.82520 1.35179 0.62350 0.07361 0.25383 0.11556 0.42
41246 17.99629 1.36378 0.60987 0.07585 0.24299 0.11681 0.40
44621 18.06079 1.27504 0.60731 0.07906 0.22671 0.11523 0.40
38151 18.50040 1.30972 0.57391 0.09531 0.21816 0.11105 0.41
46032 14.33813 2.91478 0.92770 0.08437 0.51573 0.19876 0.49
37904 14.86770 1.60814 0.90573 0.08870 0.58749 0.18927 0.48
30564 15.30853 1.37834 0.86864 0.08355 0.64252 0.15140 0.55
43866 15.33568 1.66621 0.87477 0.08881 0.62870 0.16582 0.47
43891 15.62864 1.66345 0.85372 0.09060 0.62135 0.14489 0.48
44413 15.74472 1.64055 0.84419 0.09172 0.62259 0.13834 0.48
45084 16.01266 1.65859 0.82510 0.09794 0.60309 0.13102 0.49
66970 16.03845 1.60469 0.82143 0.09700 0.60169 0.12971 0.50
43889 16.13445 1.60462 0.81426 0.09938 0.59690 0.12677 0.51
46373 16.23897 1.64204 0.80671 0.10265 0.58614 0.12268 0.51
46646 16.25096 1.66462 0.80600 0.10331 0.58745 0.12184 0.50
45792 16.25654 1.67123 0.80537 0.10348 0.58726 0.12120 0.50
31704 16.26015 1.60760 0.80303 0.10181 0.58681 0.11965 0.52
31314 16.26456 1.66292 0.80480 0.10349 0.58617 0.12075 0.51
33011 16.31636 1.66463 0.79912 0.10428 0.57999 0.12032 0.51
31232 16.34132 1.60640 0.79493 0.10280 0.57919 0.11655 0.52
27181 16.35788 1.36975 0.77294 0.09038 0.55690 0.12364 0.66
44942 16.37509 1.37707 0.77274 0.09122 0.55500 0.12313 0.66
48287 16.38649 1.67165 0.79227 0.10569 0.57372 0.11619 0.51
51461 16.48316 1.60310 0.78193 0.10559 0.56980 0.11016 0.54
30238 16.73203 1.60349 0.75602 0.10879 0.54516 0.11807 0.58
44745 16.78369 1.64359 0.75273 0.11116 0.53732 0.11596 0.57
31214 16.79940 1.65153 0.75075 0.11121 0.53369 0.11647 0.57
45742 16.81290 1.63574 0.74877 0.11088 0.53043 0.11692 0.58
31949 16.81772 1.60760 0.74683 0.10994 0.52876 0.11708 0.59
33702 16.93294 1.66321 0.73522 0.11256 0.52050 0.11920 0.58
42900 16.95910 1.66713 0.73285 0.11264 0.51773 0.11686 0.58
47935 16.98911 1.61625 0.72376 0.10760 0.50477 0.12569 0.61
33741 16.99239 1.65255 0.72566 0.11004 0.50849 0.12116 0.60
31332 17.01529 1.67434 0.72253 0.11016 0.50525 0.12216 0.59
45118 17.02104 1.64550 0.72093 0.10867 0.50067 0.12626 0.61
31202 17.04857 1.62768 0.71782 0.10844 0.49004 0.12808 0.62
48252 17.13256 1.64978 0.71116 0.11037 0.48543 0.12266 0.62
44219 17.14462 1.60534 0.70695 0.10702 0.46987 0.12878 0.63
42681 17.18372 1.62643 0.70501 0.10907 0.46893 0.12665 0.62
48452 17.18748 1.60518 0.70329 0.10729 0.46107 0.12979 0.62
47839 17.19346 1.64067 0.70438 0.10961 0.47197 0.12678 0.62
44626 17.20825 1.61016 0.70096 0.10700 0.46025 0.13040 0.62
67165 17.21300 1.61662 0.70073 0.10738 0.46210 0.12905 0.62
30952 17.21855 1.62430 0.70043 0.10789 0.46511 0.12645 0.62
43340 17.25888 1.36899 0.66657 0.06690 0.34282 0.14253 0.52
49096 17.30250 1.61609 0.69172 0.10728 0.43990 0.13371 0.62
40986 17.30389 1.63804 0.69241 0.10854 0.44680 0.12895 0.62
43295 17.31928 1.61525 0.69039 0.10745 0.43787 0.13177 0.62
49059 17.34792 1.63076 0.68742 0.10784 0.43631 0.12923 0.62
42947 17.37365 1.61919 0.68349 0.10588 0.42557 0.13188 0.62
67004 17.38576 1.66125 0.68534 0.11020 0.43788 0.12719 0.62
67953 17.40657 1.61209 0.67965 0.10503 0.41679 0.13389 0.61
33537 17.42627 1.60397 0.67617 0.10307 0.40996 0.13413 0.60
51930 17.42905 1.63264 0.67895 0.10684 0.41966 0.13276 0.61
48182 17.43566 1.62758 0.67766 0.10595 0.41873 0.13069 0.61
48471 17.48268 1.63040 0.67209 0.10478 0.40747 0.13345 0.61
30455 17.50116 1.37242 0.64614 0.06573 0.29545 0.12797 0.47
57695 17.50514 1.63936 0.66996 0.10499 0.40406 0.13505 0.60
32050 17.73692 1.36493 0.62871 0.06906 0.26813 0.11779 0.43
49506 17.99616 1.34218 0.61029 0.07597 0.23906 0.11495 0.40
26996 18.00968 1.62175 0.61422 0.09170 0.31060 0.12448 0.50
30645 18.13841 1.63679 0.59847 0.08524 0.30127 0.11823 0.48
37168 18.31700 1.35577 0.58570 0.08473 0.22864 0.10745 0.40
51161 18.43440 1.35042 0.57757 0.09034 0.22393 0.10900 0.40
30988 18.62621 1.34461 0.56172 0.09226 0.22180 0.11090 0.40
46331 15.42721 1.66751 0.86789 0.08890 0.62848 0.16005 0.48
46687 15.95360 1.66325 0.82987 0.09644 0.60793 0.13504 0.49
46326 16.02022 1.60046 0.82259 0.09660 0.60365 0.12902 0.51
43276 16.09356 1.62114 0.81763 0.09869 0.59954 0.12523 0.50
48172 16.10280 1.59693 0.81651 0.09854 0.59949 0.12428 0.51
31930 16.10472 1.67323 0.81859 0.10054 0.59681 0.12818 0.49
31685 16.11470 1.66099 0.81742 0.10040 0.59731 0.12650 0.49
31638 16.17777 1.66885 0.81197 0.10169 0.59133 0.12743 0.49
31427 16.28632 1.60218 0.79949 0.10155 0.58585 0.11821 0.52
28823 16.38600 1.67841 0.79235 0.10586 0.57459 0.11559 0.51
44698 16.41416 1.63147 0.78887 0.10514 0.57369 0.11433 0.52
36732 16.47718 1.60108 0.78277 0.10564 0.57018 0.11084 0.54
33354 16.64313 1.63963 0.76672 0.10884 0.55361 0.11663 0.54
33433 16.69781 1.66008 0.76039 0.10968 0.54886 0.11812 0.55
47086 16.79387 1.67615 0.75223 0.11200 0.53427 0.11799 0.56
45271 16.82058 1.66172 0.74838 0.11175 0.53016 0.11808 0.57
45845 16.82475 1.59828 0.74423 0.10871 0.52663 0.11674 0.60
48942 16.83499 1.59871 0.74316 0.10888 0.52680 0.11578 0.60
45276 16.92064 1.64477 0.73531 0.11140 0.52038 0.11874 0.59
46294 16.97430 1.60113 0.72475 0.10701 0.50583 0.12521 0.62
49091 16.98795 1.64293 0.72520 0.10920 0.50941 0.12125 0.60
36581 17.01546 1.59608 0.72007 0.10669 0.49578 0.12767 0.62
46074 17.03203 1.63964 0.71966 0.10852 0.49819 0.12617 0.61
49652 17.05405 1.61636 0.71714 0.10800 0.48844 0.12881 0.62
30148 17.06423 1.67073 0.71735 0.11039 0.49610 0.12218 0.60
48407 17.13567 1.62030 0.70949 0.10890 0.47369 0.13014 0.63
47755 17.13961 1.60137 0.70703 0.10657 0.47027 0.13060 0.63
31233 17.19397 1.37775 0.67248 0.06833 0.34977 0.14654 0.54
47885 17.21764 1.36933 0.67041 0.06801 0.34170 0.14279 0.53
45697 17.22593 1.64010 0.70041 0.10898 0.46638 0.12412 0.62
49509 17.24284 1.59611 0.69594 0.10492 0.44824 0.13254 0.62
42956 17.27628 1.59824 0.69309 0.10555 0.44284 0.13214 0.62
41208 17.28185 1.59879 0.69239 0.10553 0.44075 0.13350 0.62
49502 17.28625 1.60696 0.69298 0.10681 0.43892 0.13447 0.62
47866 17.30363 1.59941 0.68999 0.10509 0.43283 0.13705 0.62
47516 17.31418 1.60241 0.68847 0.10515 0.43071 0.13738 0.62
27542 17.32708 1.67610 0.69153 0.11091 0.45295 0.12759 0.62
50040 17.33583 1.62943 0.68898 0.10791 0.43835 0.12851 0.62
41251 17.34061 1.60691 0.68588 0.10458 0.43157 0.13332 0.62
31612 17.34267 1.60152 0.68555 0.10436 0.42875 0.13326 0.62
31250 17.35114 1.59644 0.68437 0.10411 0.42543 0.13401 0.61
47170 17.37639 1.61073 0.68256 0.10498 0.42530 0.13218 0.61
47529 17.37711 1.66694 0.68668 0.11078 0.43989 0.12857 0.62
32053 17.37749 1.63306 0.68406 0.10739 0.43030 0.12954 0.62
37867 17.38726 1.60920 0.68064 0.10420 0.42121 0.13123 0.61
51913 17.38798 1.64836 0.68458 0.10918 0.43097 0.13057 0.62
28345 17.40815 1.65642 0.68296 0.10962 0.43261 0.12881 0.62
27573 17.41381 1.61556 0.67874 0.10491 0.41731 0.13316 0.61
46922 17.42243 1.35406 0.65313 0.06603 0.30125 0.13254 0.48
45700 17.43792 1.59421 0.67468 0.10230 0.40590 0.13377 0.60
31092 17.43986 1.59831 0.67473 0.10265 0.40580 0.13521 0.60
34101 17.44942 1.64829 0.67800 0.10816 0.41654 0.13016 0.62
49401 17.45397 1.63749 0.67695 0.10729 0.41509 0.12932 0.61
67006 17.51969 1.63364 0.66767 0.10391 0.39839 0.13744 0.60
36617 17.55321 1.59786 0.66058 0.09845 0.38010 0.13834 0.58
38226 17.57821 1.62888 0.65971 0.10070 0.38590 0.13475 0.59
47880 17.66991 1.60836 0.64782 0.09589 0.36592 0.12708 0.55
47243 17.69331 1.60345 0.64502 0.09457 0.36015 0.13050 0.55
48999 17.71077 1.60208 0.64296 0.09397 0.35416 0.12926 0.55
37640 17.73521 1.63812 0.64249 0.09764 0.36402 0.12762 0.56
42940 17.74805 1.63690 0.64102 0.09699 0.36033 0.12793 0.55
47937 17.88273 1.35307 0.61869 0.07409 0.24528 0.11448 0.41
67014 18.60660 1.34712 0.56224 0.09141 0.22111 0.11080 0.40
43463 14.70586 1.60241 0.91326 0.08775 0.55871 0.19418 0.48
44551 14.85621 2.85509 0.91643 0.09705 0.55825 0.18988 0.49
